UTC Timestamp (Interval Ending),Local Timestamp Eastern Time (Interval Beginning),Local Timestamp Eastern Time (Interval Ending),Local Date,Hour Number,Total Generation (MW),Coal Generation (MW),Gas Generation (MW),Hydro Generation (MW),Multiple Fuels Generation (MW),Nuclear Generation (MW),Oil Generation (MW),Other Renewables Generation (MW),Solar Generation (MW),Storage Generation (MW),Wind Generation (MW)
3/2/2024 23:00,3/2/2024 17:00,3/2/2024 18:00,3/2/2024,18,87680,9115,40269,2479,350,30667,206,620,788,0,3186
3/3/2024 0:00,3/2/2024 18:00,3/2/2024 19:00,3/2/2024,19,89037,9117,41147,2969,351,30670,208,618,35,15,3907
3/3/2024 1:00,3/2/2024 19:00,3/2/2024 20:00,3/2/2024,20,90308,9329,41281,2967,352,30599,208,619,13,19,4921
3/3/2024 2:00,3/2/2024 20:00,3/2/2024 21:00,3/2/2024,21,89281,9290,40553,2501,351,30202,209,616,13,3,5543
3/3/2024 3:00,3/2/2024 21:00,3/2/2024 22:00,3/2/2024,22,88601,9081,40692,1970,353,29784,206,626,13,0,5876
3/3/2024 4:00,3/2/2024 22:00,3/2/2024 23:00,3/2/2024,23,87532,9195,40394,1572,244,29216,204,624,13,0,6070
3/3/2024 5:00,3/2/2024 23:00,3/3/2024 0:00,3/2/2024,24,85001,9031,38851,1425,172,28618,206,623,12,0,6063
3/3/2024 6:00,3/3/2024 0:00,3/3/2024 1:00,3/3/2024,1,81675,8553,36092,1382,35,28598,210,624,12,0,6169
3/3/2024 7:00,3/3/2024 1:00,3/3/2024 2:00,3/3/2024,2,80006,8316,34672,1373,1,28715,211,622,12,0,6084
3/3/2024 8:00,3/3/2024 2:00,3/3/2024 3:00,3/3/2024,3,79915,8333,34402,1377,1,28908,213,608,12,0,6061
3/3/2024 9:00,3/3/2024 3:00,3/3/2024 4:00,3/3/2024,4,80038,8284,34620,1381,1,28951,212,613,12,0,5964
3/3/2024 10:00,3/3/2024 4:00,3/3/2024 5:00,3/3/2024,5,80642,8287,35066,1378,1,28995,212,613,12,0,6078
3/3/2024 11:00,3/3/2024 5:00,3/3/2024 6:00,3/3/2024,6,80849,8363,34898,1378,101,29013,215,619,12,0,6250
3/3/2024 12:00,3/3/2024 6:00,3/3/2024 7:00,3/3/2024,7,81315,8319,34676,1809,184,29068,217,621,14,0,6407
3/3/2024 13:00,3/3/2024 7:00,3/3/2024 8:00,3/3/2024,8,82017,8266,34127,2248,183,29160,217,628,541,16,6631
3/3/2024 14:00,3/3/2024 8:00,3/3/2024 9:00,3/3/2024,9,82145,8177,32910,1961,184,29205,214,624,2183,3,6684
3/3/2024 15:00,3/3/2024 9:00,3/3/2024 10:00,3/3/2024,10,81306,8105,31240,1594,197,29249,210,644,3702,0,6365
3/3/2024 16:00,3/3/2024 10:00,3/3/2024 11:00,3/3/2024,11,80792,8048,29772,1473,359,29301,209,649,4471,0,6510
3/3/2024 17:00,3/3/2024 11:00,3/3/2024 12:00,3/3/2024,12,79919,8043,28062,1484,352,29348,207,652,5068,0,6703
3/3/2024 18:00,3/3/2024 12:00,3/3/2024 13:00,3/3/2024,13,79709,8071,27435,1481,346,29505,204,651,5265,0,6751
3/3/2024 19:00,3/3/2024 13:00,3/3/2024 14:00,3/3/2024,14,78919,8147,26482,1484,341,29511,203,650,5221,0,6880
3/3/2024 20:00,3/3/2024 14:00,3/3/2024 15:00,3/3/2024,15,78862,8105,26699,1441,338,29487,203,648,4924,0,7017
3/3/2024 21:00,3/3/2024 15:00,3/3/2024 16:00,3/3/2024,16,79984,8275,28159,1458,336,29476,202,642,4457,0,6979
3/3/2024 22:00,3/3/2024 16:00,3/3/2024 17:00,3/3/2024,17,80925,8348,29909,1830,335,29475,205,646,3283,0,6894
3/3/2024 23:00,3/3/2024 17:00,3/3/2024 18:00,3/3/2024,18,82407,8389,32454,2662,334,29467,208,650,1259,0,6984
3/4/2024 0:00,3/3/2024 18:00,3/3/2024 19:00,3/3/2024,19,85533,8496,35318,3838,338,29467,207,653,173,16,7027
3/4/2024 1:00,3/3/2024 19:00,3/3/2024 20:00,3/3/2024,20,87989,8683,37228,3820,346,29512,205,648,122,20,7405
3/4/2024 2:00,3/3/2024 20:00,3/3/2024 21:00,3/3/2024,21,86942,8680,35921,3515,351,29648,202,615,78,20,7912
3/4/2024 3:00,3/3/2024 21:00,3/3/2024 22:00,3/3/2024,22,85273,8626,35413,2258,355,29672,209,628,16,3,8093
3/4/2024 4:00,3/3/2024 22:00,3/3/2024 23:00,3/3/2024,23,82576,8521,33595,1557,197,29718,205,646,16,0,8121
3/4/2024 5:00,3/3/2024 23:00,3/4/2024 0:00,3/3/2024,24,81458,8437,32874,1409,178,29758,203,637,16,0,7946
3/4/2024 6:00,3/4/2024 0:00,3/4/2024 1:00,3/4/2024,1,80459,8339,32659,1412,7,29773,200,631,16,0,7422
3/4/2024 7:00,3/4/2024 1:00,3/4/2024 2:00,3/4/2024,2,79625,8273,32755,1415,1,29778,197,612,16,0,6578
3/4/2024 8:00,3/4/2024 2:00,3/4/2024 3:00,3/4/2024,3,78192,8266,32236,1408,1,29823,195,610,16,0,5637
3/4/2024 9:00,3/4/2024 3:00,3/4/2024 4:00,3/4/2024,4,78245,8266,32762,1408,1,29863,194,602,16,0,5133
3/4/2024 10:00,3/4/2024 4:00,3/4/2024 5:00,3/4/2024,5,79887,8330,34306,1405,27,29913,197,612,16,0,5081
3/4/2024 11:00,3/4/2024 5:00,3/4/2024 6:00,3/4/2024,6,82531,8372,36693,1525,235,29951,204,606,16,0,4929
3/4/2024 12:00,3/4/2024 6:00,3/4/2024 7:00,3/4/2024,7,87887,8608,40024,3293,185,29980,327,598,17,16,4839
3/4/2024 13:00,3/4/2024 7:00,3/4/2024 8:00,3/4/2024,8,91429,8918,42223,3751,185,30034,328,595,282,20,5093
3/4/2024 14:00,3/4/2024 8:00,3/4/2024 9:00,3/4/2024,9,91922,9019,41862,3459,185,30040,326,598,1308,16,5109
3/4/2024 15:00,3/4/2024 9:00,3/4/2024 10:00,3/4/2024,10,90908,8837,40684,2942,193,30042,323,591,2767,0,4529
3/4/2024 16:00,3/4/2024 10:00,3/4/2024 11:00,3/4/2024,11,90314,8669,40103,1798,345,30020,321,573,3597,0,4888
3/4/2024 17:00,3/4/2024 11:00,3/4/2024 12:00,3/4/2024,12,90502,8912,39806,1296,337,30002,317,560,3877,0,5395
3/4/2024 18:00,3/4/2024 12:00,3/4/2024 13:00,3/4/2024,13,90020,9096,38898,1304,334,30013,319,564,3662,0,5830
3/4/2024 19:00,3/4/2024 13:00,3/4/2024 14:00,3/4/2024,14,90812,9154,39522,1274,332,30001,316,566,3146,0,6501
3/4/2024 20:00,3/4/2024 14:00,3/4/2024 15:00,3/4/2024,15,90067,8748,38727,1277,329,29988,316,569,2844,0,7269
3/4/2024 21:00,3/4/2024 15:00,3/4/2024 16:00,3/4/2024,16,89362,8594,38021,1302,327,30010,316,589,2459,0,7744
3/4/2024 22:00,3/4/2024 16:00,3/4/2024 17:00,3/4/2024,17,90211,8632,38546,1893,327,30026,315,599,1849,0,8024
3/4/2024 23:00,3/4/2024 17:00,3/4/2024 18:00,3/4/2024,18,91623,8767,39802,3264,327,30036,314,605,821,3,7684
3/5/2024 0:00,3/4/2024 18:00,3/4/2024 19:00,3/4/2024,19,92955,9215,41375,3876,332,30059,315,610,100,20,7053
3/5/2024 1:00,3/4/2024 19:00,3/4/2024 20:00,3/4/2024,20,94339,9681,42287,4277,340,30095,315,601,16,19,6708
3/5/2024 2:00,3/4/2024 20:00,3/4/2024 21:00,3/4/2024,21,93005,9723,41824,3446,345,30090,316,605,16,3,6637
3/5/2024 3:00,3/4/2024 21:00,3/4/2024 22:00,3/4/2024,22,89595,9559,39869,2324,390,29877,194,606,16,0,6760
3/5/2024 4:00,3/4/2024 22:00,3/4/2024 23:00,3/4/2024,23,85547,8954,36747,1581,189,29853,192,607,16,0,7408
3/5/2024 5:00,3/4/2024 23:00,3/5/2024 0:00,3/4/2024,24,83098,8506,34530,1418,45,29852,191,604,16,0,7936
3/5/2024 6:00,3/5/2024 0:00,3/5/2024 1:00,3/5/2024,1,81228,8296,32816,1445,1,29875,194,599,16,0,7986
3/5/2024 7:00,3/5/2024 1:00,3/5/2024 2:00,3/5/2024,2,80180,8193,32806,1440,1,29887,194,600,16,0,7043
3/5/2024 8:00,3/5/2024 2:00,3/5/2024 3:00,3/5/2024,3,79108,8211,32628,1415,1,29893,194,603,16,0,6147
3/5/2024 9:00,3/5/2024 3:00,3/5/2024 4:00,3/5/2024,4,79170,8206,33059,1400,1,29881,193,612,16,0,5802
3/5/2024 10:00,3/5/2024 4:00,3/5/2024 5:00,3/5/2024,5,79642,8216,33244,1399,1,29874,196,609,16,0,6087
3/5/2024 11:00,3/5/2024 5:00,3/5/2024 6:00,3/5/2024,6,80989,8303,34721,1535,76,29879,200,604,16,0,5655
3/5/2024 12:00,3/5/2024 6:00,3/5/2024 7:00,3/5/2024,7,86349,8547,38060,2945,290,29883,203,601,16,15,5789
3/5/2024 13:00,3/5/2024 7:00,3/5/2024 8:00,3/5/2024,8,90451,9067,41568,3536,298,29888,211,603,263,19,4998
3/5/2024 14:00,3/5/2024 8:00,3/5/2024 9:00,3/5/2024,9,92836,9489,43502,3425,299,29892,206,605,1231,4,4183
3/5/2024 15:00,3/5/2024 9:00,3/5/2024 10:00,3/5/2024,10,92854,9359,44212,2431,308,29889,201,607,2016,5,3826
3/5/2024 16:00,3/5/2024 10:00,3/5/2024 11:00,3/5/2024,11,92539,9434,44327,1929,461,29888,199,596,2197,0,3508
3/5/2024 17:00,3/5/2024 11:00,3/5/2024 12:00,3/5/2024,12,91438,9268,44020,1821,456,29881,199,603,2503,0,2687
3/5/2024 18:00,3/5/2024 12:00,3/5/2024 13:00,3/5/2024,13,91229,9215,44231,1495,449,29875,196,592,2619,0,2557
3/5/2024 19:00,3/5/2024 13:00,3/5/2024 14:00,3/5/2024,14,91178,9198,43830,1345,447,29869,195,587,2920,0,2787
3/5/2024 20:00,3/5/2024 14:00,3/5/2024 15:00,3/5/2024,15,90667,9377,43902,1342,445,29855,196,579,2642,0,2329
3/5/2024 21:00,3/5/2024 15:00,3/5/2024 16:00,3/5/2024,16,90519,9797,44294,1356,424,29850,196,558,1835,0,2209
3/5/2024 22:00,3/5/2024 16:00,3/5/2024 17:00,3/5/2024,17,90238,9756,44467,2006,432,29846,226,567,1032,0,1906
3/5/2024 23:00,3/5/2024 17:00,3/5/2024 18:00,3/5/2024,18,91259,9402,45236,3567,447,29852,225,557,335,16,1622
3/6/2024 0:00,3/5/2024 18:00,3/5/2024 19:00,3/5/2024,19,93417,9633,46496,4369,451,29864,227,563,54,19,1741
3/6/2024 1:00,3/5/2024 19:00,3/5/2024 20:00,3/5/2024,20,94321,9905,46812,4485,455,29873,234,573,48,16,1920
3/6/2024 2:00,3/5/2024 20:00,3/5/2024 21:00,3/5/2024,21,93598,9928,46242,4213,458,29881,232,559,48,0,2037
3/6/2024 3:00,3/5/2024 21:00,3/5/2024 22:00,3/5/2024,22,90996,9906,45064,2588,460,29894,237,557,48,0,2242
3/6/2024 4:00,3/5/2024 22:00,3/5/2024 23:00,3/5/2024,23,87689,10334,42799,1629,221,29899,208,562,26,0,2011
3/6/2024 5:00,3/5/2024 23:00,3/6/2024 0:00,3/5/2024,24,84730,10141,40398,1491,16,29898,201,560,16,0,2009
3/6/2024 6:00,3/6/2024 0:00,3/6/2024 1:00,3/6/2024,1,82895,9658,39087,1622,1,29906,201,566,16,0,1838
3/6/2024 7:00,3/6/2024 1:00,3/6/2024 2:00,3/6/2024,2,81248,9289,37450,1640,1,29905,201,575,16,0,2171
3/6/2024 8:00,3/6/2024 2:00,3/6/2024 3:00,3/6/2024,3,80289,9026,36697,1637,1,29903,200,574,16,0,2235
3/6/2024 9:00,3/6/2024 3:00,3/6/2024 4:00,3/6/2024,4,79345,8739,35894,1628,1,29905,198,575,16,0,2389
3/6/2024 10:00,3/6/2024 4:00,3/6/2024 5:00,3/6/2024,5,80291,8618,36887,1633,1,29903,200,576,16,0,2457
3/6/2024 11:00,3/6/2024 5:00,3/6/2024 6:00,3/6/2024,6,81923,8851,38066,1758,41,29901,204,572,16,0,2514
3/6/2024 12:00,3/6/2024 6:00,3/6/2024 7:00,3/6/2024,7,86576,9135,41544,2292,285,29904,207,564,16,15,2614
3/6/2024 13:00,3/6/2024 7:00,3/6/2024 8:00,3/6/2024,8,90393,9381,44200,2770,293,29896,206,561,54,20,3012
3/6/2024 14:00,3/6/2024 8:00,3/6/2024 9:00,3/6/2024,9,91159,9337,44067,3476,295,29874,204,575,231,3,3097
3/6/2024 15:00,3/6/2024 9:00,3/6/2024 10:00,3/6/2024,10,91813,9371,44279,3260,307,29881,201,573,453,0,3488
3/6/2024 16:00,3/6/2024 10:00,3/6/2024 11:00,3/6/2024,11,92335,9434,44422,2737,434,29877,203,572,689,0,3967
3/6/2024 17:00,3/6/2024 11:00,3/6/2024 12:00,3/6/2024,12,91577,9124,44027,2290,455,29850,201,566,1003,0,4061
3/6/2024 18:00,3/6/2024 12:00,3/6/2024 13:00,3/6/2024,13,91524,8858,44467,2054,462,29856,200,569,1088,0,3970
3/6/2024 19:00,3/6/2024 13:00,3/6/2024 14:00,3/6/2024,14,91759,9258,45039,1998,460,29859,196,571,1117,0,3261
3/6/2024 20:00,3/6/2024 14:00,3/6/2024 15:00,3/6/2024,15,91397,9736,44919,1965,460,29856,195,573,878,13,2802
3/6/2024 21:00,3/6/2024 15:00,3/6/2024 16:00,3/6/2024,16,90636,9815,44684,1777,462,29847,206,576,502,6,2761
3/6/2024 22:00,3/6/2024 16:00,3/6/2024 17:00,3/6/2024,17,91293,9347,45593,2191,462,29831,231,573,303,1,2761
3/6/2024 23:00,3/6/2024 17:00,3/6/2024 18:00,3/6/2024,18,92491,9031,46336,3119,463,29835,232,565,127,6,2777
3/7/2024 0:00,3/6/2024 18:00,3/6/2024 19:00,3/6/2024,19,94645,8876,47525,4368,466,29836,231,556,21,10,2756
3/7/2024 1:00,3/6/2024 19:00,3/6/2024 20:00,3/6/2024,20,94656,8992,47479,4435,468,29835,231,545,16,17,2638
3/7/2024 2:00,3/6/2024 20:00,3/6/2024 21:00,3/6/2024,21,93885,8856,46935,4057,469,29837,231,545,16,10,2929
3/7/2024 3:00,3/6/2024 21:00,3/6/2024 22:00,3/6/2024,22,90655,8695,45372,2643,471,29839,233,548,16,0,2838
3/7/2024 4:00,3/6/2024 22:00,3/6/2024 23:00,3/6/2024,23,87414,8610,43373,1794,472,29828,207,551,16,0,2563
3/7/2024 5:00,3/6/2024 23:00,3/7/2024 0:00,3/6/2024,24,85201,8644,41733,1663,473,29836,195,549,16,0,2092
3/7/2024 6:00,3/7/2024 0:00,3/7/2024 1:00,3/7/2024,1,81719,8349,38754,1512,349,29823,196,555,16,0,2165
3/7/2024 7:00,3/7/2024 1:00,3/7/2024 2:00,3/7/2024,2,80343,8176,37871,1473,239,29724,197,554,16,0,2093
3/7/2024 8:00,3/7/2024 2:00,3/7/2024 3:00,3/7/2024,3,79668,8102,36967,1563,227,29733,196,545,16,0,2319
3/7/2024 9:00,3/7/2024 3:00,3/7/2024 4:00,3/7/2024,4,79270,8081,36253,1572,227,29782,197,546,16,0,2596
3/7/2024 10:00,3/7/2024 4:00,3/7/2024 5:00,3/7/2024,5,79985,8059,37045,1533,244,29809,199,561,16,0,2519
3/7/2024 11:00,3/7/2024 5:00,3/7/2024 6:00,3/7/2024,6,81555,8257,38470,1614,435,29821,203,568,16,0,2171
3/7/2024 12:00,3/7/2024 6:00,3/7/2024 7:00,3/7/2024,7,87693,8645,42444,3445,474,29838,205,555,18,1,2068
3/7/2024 13:00,3/7/2024 7:00,3/7/2024 8:00,3/7/2024,8,91810,9499,44796,3927,475,29873,207,558,364,18,2093
3/7/2024 14:00,3/7/2024 8:00,3/7/2024 9:00,3/7/2024,9,92423,9369,44470,3463,478,29997,206,561,1692,3,2184
3/7/2024 15:00,3/7/2024 9:00,3/7/2024 10:00,3/7/2024,10,92341,9590,44469,2677,555,30089,212,556,2536,0,1657
3/7/2024 16:00,3/7/2024 10:00,3/7/2024 11:00,3/7/2024,11,91966,9452,44173,2139,591,30102,205,559,3223,0,1522
3/7/2024 17:00,3/7/2024 11:00,3/7/2024 12:00,3/7/2024,12,91188,9331,43862,1809,587,30134,203,560,3308,0,1394
3/7/2024 18:00,3/7/2024 12:00,3/7/2024 13:00,3/7/2024,13,90962,9298,43677,1758,586,30145,201,574,3512,0,1211
3/7/2024 19:00,3/7/2024 13:00,3/7/2024 14:00,3/7/2024,14,90106,9196,43053,1769,582,30138,200,582,3492,0,1094
3/7/2024 20:00,3/7/2024 14:00,3/7/2024 15:00,3/7/2024,15,89417,9022,42517,1736,577,30118,183,581,3556,0,1127
3/7/2024 21:00,3/7/2024 15:00,3/7/2024 16:00,3/7/2024,16,89343,8992,42728,1733,580,30111,191,566,3261,0,1181
3/7/2024 22:00,3/7/2024 16:00,3/7/2024 17:00,3/7/2024,17,89777,9204,43131,2104,578,30121,194,567,2745,0,1133
3/7/2024 23:00,3/7/2024 17:00,3/7/2024 18:00,3/7/2024,18,90740,9291,44273,3351,580,30129,197,577,1037,16,1289
3/8/2024 0:00,3/7/2024 18:00,3/7/2024 19:00,3/7/2024,19,92876,9687,45343,4488,586,30120,197,575,63,20,1797
3/8/2024 1:00,3/7/2024 19:00,3/7/2024 20:00,3/7/2024,20,94028,9991,45430,4444,590,30135,196,564,35,20,2623
3/8/2024 2:00,3/7/2024 20:00,3/7/2024 21:00,3/7/2024,21,93453,9992,45325,3527,589,30143,198,574,35,20,3050
3/8/2024 3:00,3/7/2024 21:00,3/7/2024 22:00,3/7/2024,22,90664,9539,43855,2260,564,30147,199,571,35,6,3488
3/8/2024 4:00,3/7/2024 22:00,3/7/2024 23:00,3/7/2024,23,87305,9183,41211,1725,488,30116,197,580,35,0,3770
3/8/2024 5:00,3/7/2024 23:00,3/8/2024 0:00,3/7/2024,24,85767,8764,40290,1683,356,30130,195,576,35,0,3738
3/8/2024 6:00,3/8/2024 0:00,3/8/2024 1:00,3/8/2024,1,83321,8430,38706,1676,227,30151,193,563,35,0,3340
3/8/2024 7:00,3/8/2024 1:00,3/8/2024 2:00,3/8/2024,2,81722,8279,37237,1674,166,30175,194,562,35,0,3400
3/8/2024 8:00,3/8/2024 2:00,3/8/2024 3:00,3/8/2024,3,81252,8249,36830,1665,173,30189,194,556,35,0,3361
3/8/2024 9:00,3/8/2024 3:00,3/8/2024 4:00,3/8/2024,4,82047,8241,37241,1687,173,30193,195,555,35,0,3727
3/8/2024 10:00,3/8/2024 4:00,3/8/2024 5:00,3/8/2024,5,82343,8266,37322,1739,208,30185,200,562,35,0,3826
3/8/2024 11:00,3/8/2024 5:00,3/8/2024 6:00,3/8/2024,6,84452,8587,38043,2225,437,30194,208,567,35,0,4156
3/8/2024 12:00,3/8/2024 6:00,3/8/2024 7:00,3/8/2024,7,89910,9039,41276,3589,464,30190,208,578,50,16,4500
3/8/2024 13:00,3/8/2024 7:00,3/8/2024 8:00,3/8/2024,8,92573,9478,42687,3354,475,30190,210,576,864,20,4719
3/8/2024 14:00,3/8/2024 8:00,3/8/2024 9:00,3/8/2024,9,92457,9074,41801,2542,564,30180,210,587,2665,20,4814
3/8/2024 15:00,3/8/2024 9:00,3/8/2024 10:00,3/8/2024,10,91367,8716,41017,2024,547,30168,207,580,3475,3,4630
3/8/2024 16:00,3/8/2024 10:00,3/8/2024 11:00,3/8/2024,11,90181,8764,40353,1837,570,30152,204,578,3801,0,3922
3/8/2024 17:00,3/8/2024 11:00,3/8/2024 12:00,3/8/2024,12,88966,8698,39450,1717,560,30139,200,578,3823,0,3801
3/8/2024 18:00,3/8/2024 12:00,3/8/2024 13:00,3/8/2024,13,88501,8689,39302,1723,574,30117,198,581,3998,0,3319
3/8/2024 19:00,3/8/2024 13:00,3/8/2024 14:00,3/8/2024,14,88730,8899,39577,1749,572,30102,196,588,4056,0,2991
3/8/2024 20:00,3/8/2024 14:00,3/8/2024 15:00,3/8/2024,15,88372,8846,39781,1779,568,30087,196,589,3681,0,2845
3/8/2024 21:00,3/8/2024 15:00,3/8/2024 16:00,3/8/2024,16,88459,8876,40448,1790,566,30084,196,581,2872,0,3046
3/8/2024 22:00,3/8/2024 16:00,3/8/2024 17:00,3/8/2024,17,89121,8898,41658,2174,568,30083,195,587,1422,0,3536
3/8/2024 23:00,3/8/2024 17:00,3/8/2024 18:00,3/8/2024,18,90101,8770,41851,3253,553,30086,219,572,497,0,4300
3/9/2024 0:00,3/8/2024 18:00,3/8/2024 19:00,3/8/2024,19,92193,8772,42421,4137,573,30083,229,570,229,15,5164
3/9/2024 1:00,3/8/2024 19:00,3/8/2024 20:00,3/8/2024,20,91821,8710,41105,4019,566,30088,220,574,226,6,6307
3/9/2024 2:00,3/8/2024 20:00,3/8/2024 21:00,3/8/2024,21,91981,8665,41125,3493,583,30096,198,575,139,0,7107
3/9/2024 3:00,3/8/2024 21:00,3/8/2024 22:00,3/8/2024,22,89417,8563,39600,2407,571,30107,196,577,18,0,7378
3/9/2024 4:00,3/8/2024 22:00,3/8/2024 23:00,3/8/2024,23,87179,8373,38132,1823,582,29865,193,563,18,1,7629
3/9/2024 5:00,3/8/2024 23:00,3/9/2024 0:00,3/8/2024,24,85252,8211,37193,1728,423,29530,196,529,18,20,7404
3/9/2024 6:00,3/9/2024 0:00,3/9/2024 1:00,3/9/2024,1,83403,7709,35795,1673,89,29523,199,548,18,6,7843
3/9/2024 7:00,3/9/2024 1:00,3/9/2024 2:00,3/9/2024,2,81771,7567,34614,1644,1,29662,198,562,18,0,7505
3/9/2024 8:00,3/9/2024 2:00,3/9/2024 3:00,3/9/2024,3,80951,7611,33678,1630,1,29838,196,564,18,0,7415
3/9/2024 9:00,3/9/2024 3:00,3/9/2024 4:00,3/9/2024,4,80724,7618,33801,1612,1,29908,196,555,18,0,7015
3/9/2024 10:00,3/9/2024 4:00,3/9/2024 5:00,3/9/2024,5,81132,7625,34176,1535,1,29937,199,554,18,0,7087
3/9/2024 11:00,3/9/2024 5:00,3/9/2024 6:00,3/9/2024,6,82213,7690,35413,1540,9,29944,204,547,18,0,6848
3/9/2024 12:00,3/9/2024 6:00,3/9/2024 7:00,3/9/2024,7,84032,7737,36707,1609,168,29965,205,547,18,16,7060
3/9/2024 13:00,3/9/2024 7:00,3/9/2024 8:00,3/9/2024,8,85446,7829,38089,1719,164,29981,202,541,66,20,6835
3/9/2024 14:00,3/9/2024 8:00,3/9/2024 9:00,3/9/2024,9,87566,8185,39527,2059,172,30009,200,536,231,3,6644
3/9/2024 15:00,3/9/2024 9:00,3/9/2024 10:00,3/9/2024,10,89117,8247,40981,2332,172,30096,203,538,422,0,6126
3/9/2024 16:00,3/9/2024 10:00,3/9/2024 11:00,3/9/2024,11,90086,8535,41793,2485,172,30102,223,537,520,0,5719
3/9/2024 17:00,3/9/2024 11:00,3/9/2024 12:00,3/9/2024,12,90365,9066,41723,2484,148,30107,239,535,714,0,5349
3/9/2024 18:00,3/9/2024 12:00,3/9/2024 13:00,3/9/2024,13,90071,9145,41207,2023,165,30114,235,537,888,0,5757
3/9/2024 19:00,3/9/2024 13:00,3/9/2024 14:00,3/9/2024,14,90236,8879,40871,1690,170,30114,236,545,913,0,6818
3/9/2024 20:00,3/9/2024 14:00,3/9/2024 15:00,3/9/2024,15,89292,8669,40406,1692,169,30102,234,545,726,0,6749
3/9/2024 21:00,3/9/2024 15:00,3/9/2024 16:00,3/9/2024,16,89343,8823,40208,1797,169,30097,231,539,590,0,6889
3/9/2024 22:00,3/9/2024 16:00,3/9/2024 17:00,3/9/2024,17,89454,8592,39724,2458,168,30095,229,542,387,0,7259
3/9/2024 23:00,3/9/2024 17:00,3/9/2024 18:00,3/9/2024,18,89608,8435,39524,3337,169,30085,228,536,209,0,7085
3/10/2024 0:00,3/9/2024 18:00,3/9/2024 19:00,3/9/2024,19,90881,8479,39980,4017,170,30082,229,539,125,16,7244
3/10/2024 1:00,3/9/2024 19:00,3/9/2024 20:00,3/9/2024,20,91742,8504,41097,3973,171,30087,230,538,78,20,7044
3/10/2024 2:00,3/9/2024 20:00,3/9/2024 21:00,3/9/2024,21,91096,8475,41097,3247,171,30100,229,543,19,1,7214
3/10/2024 3:00,3/9/2024 21:00,3/9/2024 22:00,3/9/2024,22,89740,8614,40520,2302,172,30084,232,542,17,0,7257
3/10/2024 4:00,3/9/2024 22:00,3/9/2024 23:00,3/9/2024,23,87499,8735,39191,1849,173,29893,205,548,16,0,6889
3/10/2024 5:00,3/9/2024 23:00,3/10/2024 0:00,3/9/2024,24,85191,8332,37569,1721,138,29911,188,548,13,0,6771
3/10/2024 6:00,3/10/2024 0:00,3/10/2024 1:00,3/10/2024,1,84219,7890,36840,1713,165,29996,191,550,13,0,6861
3/10/2024 7:00,3/10/2024 1:00,3/10/2024 3:00,3/10/2024,2,83477,7658,35763,1704,175,30098,191,547,13,0,7328
3/10/2024 8:00,3/10/2024 3:00,3/10/2024 4:00,3/10/2024,3,82513,7647,34613,1699,176,30187,193,538,13,0,7447
3/10/2024 9:00,3/10/2024 4:00,3/10/2024 5:00,3/10/2024,4,82899,7642,35037,1688,177,30292,193,536,13,0,7321
3/10/2024 10:00,3/10/2024 5:00,3/10/2024 6:00,3/10/2024,5,83731,7716,36357,1684,178,30297,196,556,13,0,6734
3/10/2024 11:00,3/10/2024 6:00,3/10/2024 7:00,3/10/2024,6,84538,7737,36975,1877,154,30304,199,557,13,0,6722
3/10/2024 12:00,3/10/2024 7:00,3/10/2024 8:00,3/10/2024,7,85962,7766,37672,2055,151,30299,202,553,27,0,7237
3/10/2024 13:00,3/10/2024 8:00,3/10/2024 9:00,3/10/2024,8,87343,7804,37812,2205,175,30297,200,554,1042,0,7254
3/10/2024 14:00,3/10/2024 9:00,3/10/2024 10:00,3/10/2024,9,87398,7839,36379,2126,179,30301,198,557,3014,0,6805
3/10/2024 15:00,3/10/2024 10:00,3/10/2024 11:00,3/10/2024,10,87695,7834,36057,2109,178,30302,195,548,3767,0,6705
3/10/2024 16:00,3/10/2024 11:00,3/10/2024 12:00,3/10/2024,11,88754,8000,36756,1742,178,30301,192,542,4009,10,7024
3/10/2024 17:00,3/10/2024 12:00,3/10/2024 13:00,3/10/2024,12,88541,7830,36391,1655,177,30295,191,546,4118,0,7338
3/10/2024 18:00,3/10/2024 13:00,3/10/2024 14:00,3/10/2024,13,87791,7788,35331,1655,172,30296,218,558,4247,0,7526
3/10/2024 19:00,3/10/2024 14:00,3/10/2024 15:00,3/10/2024,14,88007,7752,35538,1705,161,30301,236,556,4466,0,7292
3/10/2024 20:00,3/10/2024 15:00,3/10/2024 16:00,3/10/2024,15,87943,7794,36156,1712,175,30256,188,549,4092,0,7021
3/10/2024 21:00,3/10/2024 16:00,3/10/2024 17:00,3/10/2024,16,87748,7854,36280,2028,175,30165,188,541,3885,0,6632
3/10/2024 22:00,3/10/2024 17:00,3/10/2024 18:00,3/10/2024,17,88840,8015,37151,3026,176,30158,191,542,3310,0,6271
3/10/2024 23:00,3/10/2024 18:00,3/10/2024 19:00,3/10/2024,18,91540,8350,41107,3811,177,30165,197,528,1350,16,5839
3/11/2024 0:00,3/10/2024 19:00,3/10/2024 20:00,3/10/2024,19,95715,9517,45121,4670,171,30150,234,532,125,20,5175
3/11/2024 1:00,3/10/2024 20:00,3/10/2024 21:00,3/10/2024,20,97684,10548,47091,4462,160,30146,254,526,37,20,4440
3/11/2024 2:00,3/10/2024 21:00,3/10/2024 22:00,3/10/2024,21,96647,10978,46751,3895,177,30134,233,523,37,20,3899
