UTC Timestamp (Interval Ending),Local Timestamp Eastern Time (Interval Beginning),Local Timestamp Eastern Time (Interval Ending),Local Date,Hour Number,Total Generation (MW),Coal Generation (MW),Gas Generation (MW),Hydro Generation (MW),Multiple Fuels Generation (MW),Nuclear Generation (MW),Oil Generation (MW),Other Renewables Generation (MW),Solar Generation (MW),Storage Generation (MW),Wind Generation (MW)
1/1/2024 6:00,1/1/2024 0:00,1/1/2024 1:00,1/1/2024,1,91854,13631,37746,1480,355,33715,221,690,12,0,4004
1/1/2024 7:00,1/1/2024 1:00,1/1/2024 2:00,1/1/2024,2,91363,13580,37586,1426,355,33724,221,692,12,0,3767
1/1/2024 8:00,1/1/2024 2:00,1/1/2024 3:00,1/1/2024,3,89613,12926,36587,1424,356,33746,219,689,12,0,3654
1/1/2024 9:00,1/1/2024 3:00,1/1/2024 4:00,1/1/2024,4,89644,12636,36964,1418,357,33744,220,687,12,0,3606
1/1/2024 10:00,1/1/2024 4:00,1/1/2024 5:00,1/1/2024,5,88835,12409,36491,1410,357,33745,224,694,12,0,3493
1/1/2024 11:00,1/1/2024 5:00,1/1/2024 6:00,1/1/2024,6,89517,12576,37074,1528,357,33770,228,694,12,0,3278
1/1/2024 12:00,1/1/2024 6:00,1/1/2024 7:00,1/1/2024,7,89758,12676,37110,1807,357,33777,228,678,12,0,3113
1/1/2024 13:00,1/1/2024 7:00,1/1/2024 8:00,1/1/2024,8,90700,12994,37574,2106,357,33773,227,671,23,16,2959
1/1/2024 14:00,1/1/2024 8:00,1/1/2024 9:00,1/1/2024,9,91771,13280,38546,2120,357,33781,225,666,294,20,2482
1/1/2024 15:00,1/1/2024 9:00,1/1/2024 10:00,1/1/2024,10,92821,13453,39093,2129,358,33778,223,665,952,19,2151
1/1/2024 16:00,1/1/2024 10:00,1/1/2024 11:00,1/1/2024,11,93858,14051,39616,1646,358,33745,219,667,1524,6,2026
1/1/2024 17:00,1/1/2024 11:00,1/1/2024 12:00,1/1/2024,12,94646,14497,39827,1842,357,33659,218,677,1828,0,1741
1/1/2024 18:00,1/1/2024 12:00,1/1/2024 13:00,1/1/2024,13,94946,14831,40132,1922,357,33630,217,678,1629,0,1550
1/1/2024 19:00,1/1/2024 13:00,1/1/2024 14:00,1/1/2024,14,95834,15284,41061,1891,355,33423,218,681,1331,0,1590
1/1/2024 20:00,1/1/2024 14:00,1/1/2024 15:00,1/1/2024,15,95496,15120,41260,1932,354,33119,216,685,1027,0,1783
1/1/2024 21:00,1/1/2024 15:00,1/1/2024 16:00,1/1/2024,16,96010,15163,41609,2527,355,32899,215,694,658,0,1890
1/1/2024 22:00,1/1/2024 16:00,1/1/2024 17:00,1/1/2024,17,97932,15538,42956,3276,353,32720,214,697,177,0,2001
1/1/2024 23:00,1/1/2024 17:00,1/1/2024 18:00,1/1/2024,18,101802,16175,45122,4612,354,32720,214,700,12,15,1878
1/2/2024 0:00,1/1/2024 18:00,1/1/2024 19:00,1/1/2024,19,102090,15893,45285,5115,355,32645,212,702,12,16,1855
1/2/2024 1:00,1/1/2024 19:00,1/1/2024 20:00,1/1/2024,20,101148,15754,45229,4166,356,32636,212,699,12,15,2069
1/2/2024 2:00,1/1/2024 20:00,1/1/2024 21:00,1/1/2024,21,99862,15682,44946,3142,358,32578,215,693,12,6,2230
1/2/2024 3:00,1/1/2024 21:00,1/1/2024 22:00,1/1/2024,22,98257,15796,43960,2408,357,32516,217,692,12,0,2299
1/2/2024 4:00,1/1/2024 22:00,1/1/2024 23:00,1/1/2024,23,95801,15763,42661,1160,357,32517,216,691,12,0,2424
1/2/2024 5:00,1/1/2024 23:00,1/2/2024 0:00,1/1/2024,24,94395,15473,41125,1100,359,32515,220,691,12,0,2900
1/2/2024 6:00,1/2/2024 0:00,1/2/2024 1:00,1/2/2024,1,91155,14398,38564,1058,359,32530,221,693,12,0,3320
1/2/2024 7:00,1/2/2024 1:00,1/2/2024 2:00,1/2/2024,2,89765,13473,37586,1031,361,32531,221,681,12,0,3869
1/2/2024 8:00,1/2/2024 2:00,1/2/2024 3:00,1/2/2024,3,89539,12983,37506,1026,361,32538,221,691,12,0,4201
1/2/2024 9:00,1/2/2024 3:00,1/2/2024 4:00,1/2/2024,4,89495,12943,37539,1023,361,32538,222,695,12,0,4162
1/2/2024 10:00,1/2/2024 4:00,1/2/2024 5:00,1/2/2024,5,89242,12741,37212,1068,343,32534,222,698,12,0,4412
1/2/2024 11:00,1/2/2024 5:00,1/2/2024 6:00,1/2/2024,6,92461,13235,38607,2062,296,32532,223,702,12,0,4792
1/2/2024 12:00,1/2/2024 6:00,1/2/2024 7:00,1/2/2024,7,97794,13707,41384,3952,347,32528,225,694,12,15,4930
1/2/2024 13:00,1/2/2024 7:00,1/2/2024 8:00,1/2/2024,8,103663,15021,44422,4971,361,32520,227,691,35,16,5399
1/2/2024 14:00,1/2/2024 8:00,1/2/2024 9:00,1/2/2024,9,105701,15979,44831,4618,362,32524,227,692,838,15,5615
1/2/2024 15:00,1/2/2024 9:00,1/2/2024 10:00,1/2/2024,10,105876,15946,44592,3524,361,32533,223,693,2319,13,5672
1/2/2024 16:00,1/2/2024 10:00,1/2/2024 11:00,1/2/2024,11,104821,16026,44336,1781,360,32535,221,699,2844,0,6019
1/2/2024 17:00,1/2/2024 11:00,1/2/2024 12:00,1/2/2024,12,102654,15278,42419,1480,359,32533,219,703,2953,0,6710
1/2/2024 18:00,1/2/2024 12:00,1/2/2024 13:00,1/2/2024,13,102403,14912,42157,1211,358,32544,217,692,3103,0,7209
1/2/2024 19:00,1/2/2024 13:00,1/2/2024 14:00,1/2/2024,14,102636,14938,42328,1154,357,32530,215,689,3224,0,7201
1/2/2024 20:00,1/2/2024 14:00,1/2/2024 15:00,1/2/2024,15,101965,14927,42038,1119,358,32529,221,696,3195,0,6882
1/2/2024 21:00,1/2/2024 15:00,1/2/2024 16:00,1/2/2024,16,101717,14994,42405,1481,357,32527,214,695,2352,0,6692
1/2/2024 22:00,1/2/2024 16:00,1/2/2024 17:00,1/2/2024,17,102786,15316,44614,2494,356,32517,212,697,635,0,5945
1/2/2024 23:00,1/2/2024 17:00,1/2/2024 18:00,1/2/2024,18,107385,15957,47602,4569,358,32517,211,703,20,15,5433
1/3/2024 0:00,1/2/2024 18:00,1/2/2024 19:00,1/2/2024,19,110188,16981,48355,5748,358,32515,211,698,12,14,5296
1/3/2024 1:00,1/2/2024 19:00,1/2/2024 20:00,1/2/2024,20,110175,17229,48447,5455,359,32523,210,694,12,0,5246
1/3/2024 2:00,1/2/2024 20:00,1/2/2024 21:00,1/2/2024,21,108549,17604,47391,4257,359,32521,214,695,12,0,5496
1/3/2024 3:00,1/2/2024 21:00,1/2/2024 22:00,1/2/2024,22,105902,17960,46567,2439,359,32530,217,685,12,0,5133
1/3/2024 4:00,1/2/2024 22:00,1/2/2024 23:00,1/2/2024,23,102500,17425,45112,1502,359,32533,219,687,12,0,4651
1/3/2024 5:00,1/2/2024 23:00,1/3/2024 0:00,1/2/2024,24,99492,16737,43514,1306,359,32534,221,690,12,0,4119
1/3/2024 6:00,1/3/2024 0:00,1/3/2024 1:00,1/3/2024,1,97544,16198,42686,1223,359,32536,226,689,12,0,3615
1/3/2024 7:00,1/3/2024 1:00,1/3/2024 2:00,1/3/2024,2,96881,16260,42456,1111,361,32530,220,683,12,0,3248
1/3/2024 8:00,1/3/2024 2:00,1/3/2024 3:00,1/3/2024,3,96608,16404,42561,1109,361,32530,228,694,12,0,2709
1/3/2024 9:00,1/3/2024 3:00,1/3/2024 4:00,1/3/2024,4,96688,16529,42532,1326,361,32531,231,687,12,0,2479
1/3/2024 10:00,1/3/2024 4:00,1/3/2024 5:00,1/3/2024,5,97189,16381,43261,1350,361,32530,233,687,12,0,2374
1/3/2024 11:00,1/3/2024 5:00,1/3/2024 6:00,1/3/2024,6,98696,16267,44860,1614,362,32525,266,691,12,0,2099
1/4/2024 19:00,1/4/2024 13:00,1/4/2024 14:00,1/4/2024,14,105413,18760,47842,1461,352,32508,222,696,1940,0,1632
1/4/2024 20:00,1/4/2024 14:00,1/4/2024 15:00,1/4/2024,15,104759,18401,47639,1438,353,32510,216,701,1972,0,1529
1/4/2024 21:00,1/4/2024 15:00,1/4/2024 16:00,1/4/2024,16,104652,17932,47873,1828,405,32504,216,695,1773,0,1426
1/4/2024 22:00,1/4/2024 16:00,1/4/2024 17:00,1/4/2024,17,105289,17733,48624,2647,816,32509,215,702,695,0,1348
1/4/2024 23:00,1/4/2024 17:00,1/4/2024 18:00,1/4/2024,18,109370,17846,50520,5324,851,32503,214,695,38,13,1366
1/5/2024 0:00,1/4/2024 18:00,1/4/2024 19:00,1/4/2024,19,112318,18908,52108,5683,818,32503,212,698,16,12,1360
1/5/2024 1:00,1/4/2024 19:00,1/4/2024 20:00,1/4/2024,20,112681,19462,52056,5488,887,32503,212,702,16,0,1355
1/5/2024 2:00,1/4/2024 20:00,1/4/2024 21:00,1/4/2024,21,111733,19823,50975,5168,902,32504,216,700,16,0,1429
1/5/2024 3:00,1/4/2024 21:00,1/4/2024 22:00,1/4/2024,22,110042,19801,50215,4265,907,32504,217,690,16,0,1427
1/5/2024 4:00,1/4/2024 22:00,1/4/2024 23:00,1/4/2024,23,107206,20179,49519,2232,453,32505,219,682,16,0,1401
1/5/2024 5:00,1/4/2024 23:00,1/5/2024 0:00,1/4/2024,24,104856,20621,47631,1404,365,32503,219,687,16,0,1410
1/5/2024 6:00,1/5/2024 0:00,1/5/2024 1:00,1/5/2024,1,102085,19948,45648,1182,365,32503,221,685,16,0,1517
1/5/2024 7:00,1/5/2024 1:00,1/5/2024 2:00,1/5/2024,2,100873,19171,45091,1183,365,32500,221,684,16,0,1642
1/5/2024 8:00,1/5/2024 2:00,1/5/2024 3:00,1/5/2024,3,100721,18986,45068,1150,365,32495,222,682,16,0,1737
1/5/2024 9:00,1/5/2024 3:00,1/5/2024 4:00,1/5/2024,4,100490,18631,45089,1066,365,32498,224,676,16,0,1925
1/5/2024 10:00,1/5/2024 4:00,1/5/2024 5:00,1/5/2024,5,101595,18042,45451,1786,477,32505,226,680,16,0,2412
1/5/2024 11:00,1/5/2024 5:00,1/5/2024 6:00,1/5/2024,6,105263,18122,47533,2333,1073,32515,229,687,16,0,2755
1/5/2024 12:00,1/5/2024 6:00,1/5/2024 7:00,1/5/2024,7,111134,18659,51388,3943,1052,32519,228,678,17,15,2635
1/5/2024 13:00,1/5/2024 7:00,1/5/2024 8:00,1/5/2024,8,115817,19943,53668,5358,1095,32516,226,677,51,19,2264
1/5/2024 14:00,1/5/2024 8:00,1/5/2024 9:00,1/5/2024,9,116592,20906,52865,5145,1036,32517,264,675,1124,3,2057
1/5/2024 15:00,1/5/2024 9:00,1/5/2024 10:00,1/5/2024,10,112545,20096,50246,2892,1017,32521,223,680,3223,0,1647
1/5/2024 16:00,1/5/2024 10:00,1/5/2024 11:00,1/5/2024,11,108025,19198,47799,1941,849,32427,221,671,3923,0,996
1/5/2024 17:00,1/5/2024 11:00,1/5/2024 12:00,1/5/2024,12,105066,18544,46733,1379,464,32345,258,676,3986,0,681
1/5/2024 18:00,1/5/2024 12:00,1/5/2024 13:00,1/5/2024,13,102768,17959,45464,1213,356,32477,220,682,3865,0,532
1/5/2024 19:00,1/5/2024 13:00,1/5/2024 14:00,1/5/2024,14,102225,17770,44874,1287,353,32520,219,670,3854,0,678
1/5/2024 20:00,1/5/2024 14:00,1/5/2024 15:00,1/5/2024,15,102071,17738,44272,1361,353,32606,216,668,3852,0,1005
1/5/2024 21:00,1/5/2024 15:00,1/5/2024 16:00,1/5/2024,16,102383,17769,45700,1856,352,32657,217,666,2663,0,503
1/5/2024 22:00,1/5/2024 16:00,1/5/2024 17:00,1/5/2024,17,103261,18229,47417,2340,346,32667,215,676,752,0,619
1/5/2024 23:00,1/5/2024 17:00,1/5/2024 18:00,1/5/2024,18,108116,18745,49385,4452,352,32688,213,678,27,13,1563
1/6/2024 0:00,1/5/2024 18:00,1/5/2024 19:00,1/5/2024,19,110097,19323,50516,3915,357,32738,212,673,16,10,2337
1/6/2024 1:00,1/5/2024 19:00,1/5/2024 20:00,1/5/2024,20,109285,18944,50245,3285,358,32764,212,674,16,0,2787
1/6/2024 2:00,1/5/2024 20:00,1/5/2024 21:00,1/5/2024,21,107898,18917,49774,2592,360,32768,216,674,16,0,2581
1/6/2024 3:00,1/5/2024 21:00,1/5/2024 22:00,1/5/2024,22,105856,18976,48734,1913,360,32867,219,671,16,0,2100
1/6/2024 4:00,1/5/2024 22:00,1/5/2024 23:00,1/5/2024,23,102777,18670,46568,1363,360,32927,221,676,16,0,1976
1/6/2024 5:00,1/5/2024 23:00,1/6/2024 0:00,1/5/2024,24,100238,17985,44690,1248,360,32988,223,677,16,0,2051
1/6/2024 6:00,1/6/2024 0:00,1/6/2024 1:00,1/6/2024,1,98491,17543,43346,1138,360,33065,223,675,16,0,2125
1/6/2024 7:00,1/6/2024 1:00,1/6/2024 2:00,1/6/2024,2,97272,17465,42399,940,360,33143,222,646,16,0,2081
1/6/2024 8:00,1/6/2024 2:00,1/6/2024 3:00,1/6/2024,3,96151,17109,41740,944,360,33172,223,663,16,0,1924
1/6/2024 9:00,1/6/2024 3:00,1/6/2024 4:00,1/6/2024,4,95420,16367,41399,1180,360,33238,226,691,16,0,1943
1/6/2024 10:00,1/6/2024 4:00,1/6/2024 5:00,1/6/2024,5,96085,16507,42049,1251,360,33271,228,695,16,0,1708
1/6/2024 11:00,1/6/2024 5:00,1/6/2024 6:00,1/6/2024,6,96402,16618,42374,1201,358,33394,227,704,16,0,1510
1/6/2024 12:00,1/6/2024 6:00,1/6/2024 7:00,1/6/2024,7,96457,16676,42207,1179,358,33450,226,704,21,15,1621
1/6/2024 13:00,1/6/2024 7:00,1/6/2024 8:00,1/6/2024,8,98300,16740,43286,1642,358,33533,224,705,22,15,1775
1/6/2024 14:00,1/6/2024 8:00,1/6/2024 9:00,1/6/2024,9,101106,17270,45453,1921,358,33576,224,700,51,14,1539
1/6/2024 15:00,1/6/2024 9:00,1/6/2024 10:00,1/6/2024,10,102609,17311,46225,2669,358,33454,222,697,157,9,1507
1/6/2024 16:00,1/6/2024 10:00,1/6/2024 11:00,1/6/2024,11,104703,17647,47758,2855,357,33221,222,689,321,0,1633
1/6/2024 17:00,1/6/2024 11:00,1/6/2024 12:00,1/6/2024,12,105195,18597,47815,2312,356,33139,221,683,516,0,1556
1/6/2024 18:00,1/6/2024 12:00,1/6/2024 13:00,1/6/2024,13,105476,19382,47612,2100,356,33088,219,679,526,0,1514
1/6/2024 19:00,1/6/2024 13:00,1/6/2024 14:00,1/6/2024,14,105139,19906,47662,1234,324,33126,218,664,458,0,1547
1/6/2024 20:00,1/6/2024 14:00,1/6/2024 15:00,1/6/2024,15,103847,19568,47022,1034,342,33272,217,670,344,0,1378
1/6/2024 21:00,1/6/2024 15:00,1/6/2024 16:00,1/6/2024,16,103181,18348,47017,1579,352,33325,217,673,271,0,1399
1/6/2024 22:00,1/6/2024 16:00,1/6/2024 17:00,1/6/2024,17,103392,18047,47411,2002,352,33400,216,653,132,0,1179
1/6/2024 23:00,1/6/2024 17:00,1/6/2024 18:00,1/6/2024,18,105338,18136,47883,3743,351,33434,214,650,17,14,896
1/7/2024 0:00,1/6/2024 18:00,1/6/2024 19:00,1/6/2024,19,105267,18495,47988,3284,352,33443,212,656,16,2,819
1/7/2024 1:00,1/6/2024 19:00,1/6/2024 20:00,1/6/2024,20,104060,18681,47139,2770,354,33462,213,661,16,0,764
1/7/2024 2:00,1/6/2024 20:00,1/6/2024 21:00,1/6/2024,21,101907,18188,45750,2378,355,33480,215,662,16,0,863
1/7/2024 3:00,1/6/2024 21:00,1/6/2024 22:00,1/6/2024,22,99366,17333,44739,1610,355,33516,218,655,16,0,924
1/7/2024 4:00,1/6/2024 22:00,1/6/2024 23:00,1/6/2024,23,96935,16718,43452,1053,356,33519,222,656,16,0,943
1/7/2024 5:00,1/6/2024 23:00,1/7/2024 0:00,1/6/2024,24,94824,15856,42393,949,356,33332,224,654,16,0,1044
1/7/2024 6:00,1/7/2024 0:00,1/7/2024 1:00,1/7/2024,1,93445,15858,40650,968,357,33312,223,654,16,0,1407
1/7/2024 7:00,1/7/2024 1:00,1/7/2024 2:00,1/7/2024,2,91921,15480,39257,926,220,33379,223,656,16,0,1764
1/7/2024 8:00,1/7/2024 2:00,1/7/2024 3:00,1/7/2024,3,91219,15125,38722,909,176,33411,223,655,16,0,1982
1/7/2024 9:00,1/7/2024 3:00,1/7/2024 4:00,1/7/2024,4,91870,15142,38825,1138,175,33451,229,642,16,0,2252
1/7/2024 10:00,1/7/2024 4:00,1/7/2024 5:00,1/7/2024,5,92113,15030,38561,1221,175,33591,227,628,16,0,2664
1/7/2024 11:00,1/7/2024 5:00,1/7/2024 6:00,1/7/2024,6,93105,15025,38918,1313,175,33652,227,649,16,0,3130
1/7/2024 12:00,1/7/2024 6:00,1/7/2024 7:00,1/7/2024,7,93247,14888,38701,1334,173,33666,226,657,16,0,3586
1/7/2024 13:00,1/7/2024 7:00,1/7/2024 8:00,1/7/2024,8,94723,14953,39298,1777,283,33670,224,657,21,0,3840
1/7/2024 14:00,1/7/2024 8:00,1/7/2024 9:00,1/7/2024,9,97060,15449,40485,1887,352,33672,225,655,265,12,4058
1/7/2024 15:00,1/7/2024 9:00,1/7/2024 10:00,1/7/2024,10,98460,15877,40464,1835,357,33668,223,656,1275,13,4092
1/7/2024 16:00,1/7/2024 10:00,1/7/2024 11:00,1/7/2024,11,98798,16042,40008,1287,356,33657,221,655,2597,3,3972
1/7/2024 17:00,1/7/2024 11:00,1/7/2024 12:00,1/7/2024,12,98924,16251,39747,1160,356,33653,220,653,2910,0,3974
1/7/2024 18:00,1/7/2024 12:00,1/7/2024 13:00,1/7/2024,13,98927,16440,39476,1070,352,33642,217,656,2851,0,4223
1/7/2024 19:00,1/7/2024 13:00,1/7/2024 14:00,1/7/2024,14,98736,16256,39572,1114,353,33640,216,658,2553,0,4374
1/7/2024 20:00,1/7/2024 14:00,1/7/2024 15:00,1/7/2024,15,99525,16319,41017,1193,352,33640,217,663,1782,0,4342
1/7/2024 21:00,1/7/2024 15:00,1/7/2024 16:00,1/7/2024,16,99030,16119,40978,1792,345,33640,215,659,1019,0,4263
1/7/2024 22:00,1/7/2024 16:00,1/7/2024 17:00,1/7/2024,17,100203,15706,42005,2789,346,33635,214,658,323,0,4527
1/7/2024 23:00,1/7/2024 17:00,1/7/2024 18:00,1/7/2024,18,104340,16110,44589,4339,351,33631,213,659,19,12,4417
1/8/2024 0:00,1/7/2024 18:00,1/7/2024 19:00,1/7/2024,19,106070,17008,46617,4434,353,33624,212,652,16,15,3139
1/8/2024 1:00,1/7/2024 19:00,1/7/2024 20:00,1/7/2024,20,104903,17251,46209,4048,355,33633,211,658,16,15,2507
1/8/2024 2:00,1/7/2024 20:00,1/7/2024 21:00,1/7/2024,21,103654,17517,45999,2891,355,33633,214,658,16,2,2369
1/8/2024 3:00,1/7/2024 21:00,1/7/2024 22:00,1/7/2024,22,100816,17097,45270,1600,357,33630,217,655,16,0,1974
1/8/2024 4:00,1/7/2024 22:00,1/7/2024 23:00,1/7/2024,23,97594,16581,43159,1184,356,33634,219,667,16,0,1778
1/8/2024 5:00,1/7/2024 23:00,1/8/2024 0:00,1/7/2024,24,94685,15850,40961,1154,356,33636,222,658,16,0,1832
1/8/2024 6:00,1/8/2024 0:00,1/8/2024 1:00,1/8/2024,1,92339,14984,39829,1025,209,33635,223,650,16,0,1768
1/8/2024 7:00,1/8/2024 1:00,1/8/2024 2:00,1/8/2024,2,92598,15036,40091,1129,175,33622,222,647,16,0,1660
1/8/2024 8:00,1/8/2024 2:00,1/8/2024 3:00,1/8/2024,3,92538,15200,40029,1147,176,33627,222,645,16,0,1476
1/8/2024 9:00,1/8/2024 3:00,1/8/2024 4:00,1/8/2024,4,92507,15184,39949,1178,176,33635,224,648,16,0,1497
1/8/2024 10:00,1/8/2024 4:00,1/8/2024 5:00,1/8/2024,5,92845,15302,40026,1220,180,33639,226,644,16,0,1592
1/8/2024 11:00,1/8/2024 5:00,1/8/2024 6:00,1/8/2024,6,95599,15532,41849,1641,355,33637,227,642,16,0,1700
1/8/2024 12:00,1/8/2024 6:00,1/8/2024 7:00,1/8/2024,7,102624,16591,45156,4002,360,33634,225,642,16,15,1983
1/8/2024 13:00,1/8/2024 7:00,1/8/2024 8:00,1/8/2024,8,107867,17951,47364,5317,360,33631,223,646,44,16,2315
1/8/2024 14:00,1/8/2024 8:00,1/8/2024 9:00,1/8/2024,9,109423,19022,47216,4385,361,33628,224,645,832,15,3095
1/8/2024 15:00,1/8/2024 9:00,1/8/2024 10:00,1/8/2024,10,107043,18803,44591,2335,360,33632,224,635,2537,9,3917
1/8/2024 16:00,1/8/2024 10:00,1/8/2024 11:00,1/8/2024,11,104877,18405,42584,1436,352,33641,222,629,3272,0,4336
1/8/2024 17:00,1/8/2024 11:00,1/8/2024 12:00,1/8/2024,12,104188,18093,42396,1105,356,33640,221,627,3353,0,4397
1/8/2024 18:00,1/8/2024 12:00,1/8/2024 13:00,1/8/2024,13,103034,18013,41796,1151,348,33628,249,628,3366,0,3855
1/8/2024 19:00,1/8/2024 13:00,1/8/2024 14:00,1/8/2024,14,102984,17808,42617,1252,352,33624,229,616,3523,0,2963
1/8/2024 20:00,1/8/2024 14:00,1/8/2024 15:00,1/8/2024,15,102780,17825,42646,1374,351,33632,216,603,3468,0,2665
1/8/2024 21:00,1/8/2024 15:00,1/8/2024 16:00,1/8/2024,16,102805,17707,42673,1820,350,33636,215,603,2380,0,3421
1/8/2024 22:00,1/8/2024 16:00,1/8/2024 17:00,1/8/2024,17,103323,17795,42956,2522,348,33635,215,610,728,0,4514
1/8/2024 23:00,1/8/2024 17:00,1/8/2024 18:00,1/8/2024,18,107297,17911,44388,4408,349,33623,214,613,30,12,5749
1/9/2024 0:00,1/8/2024 18:00,1/8/2024 19:00,1/8/2024,19,109787,18078,44948,4764,352,33618,212,616,18,7,7174
1/9/2024 1:00,1/8/2024 19:00,1/8/2024 20:00,1/8/2024,20,109675,18077,44702,4015,354,33622,210,621,18,0,8056
1/9/2024 2:00,1/8/2024 20:00,1/8/2024 21:00,1/8/2024,21,108415,18076,43961,3062,356,33628,211,620,18,0,8483
1/9/2024 3:00,1/8/2024 21:00,1/8/2024 22:00,1/8/2024,22,106260,17770,43214,2158,356,33625,214,617,18,0,8288
1/9/2024 4:00,1/8/2024 22:00,1/8/2024 23:00,1/8/2024,23,102432,16986,41380,1488,356,33644,214,620,18,0,7726
1/9/2024 5:00,1/8/2024 23:00,1/9/2024 0:00,1/8/2024,24,99231,16208,39556,1231,337,33638,216,625,18,0,7402
1/9/2024 6:00,1/9/2024 0:00,1/9/2024 1:00,1/9/2024,1,97516,15681,37866,1210,212,33636,219,630,17,0,8045
1/9/2024 7:00,1/9/2024 1:00,1/9/2024 2:00,1/9/2024,2,97510,15627,37838,1204,174,33636,222,628,17,0,8164
1/9/2024 8:00,1/9/2024 2:00,1/9/2024 3:00,1/9/2024,3,96627,15478,36878,1284,174,33638,222,627,18,0,8308
1/9/2024 9:00,1/9/2024 3:00,1/9/2024 4:00,1/9/2024,4,95750,15345,35442,1311,174,33638,222,621,18,0,8979
1/9/2024 10:00,1/9/2024 4:00,1/9/2024 5:00,1/9/2024,5,96254,15362,35827,1393,186,33642,224,629,17,0,8974
1/9/2024 11:00,1/9/2024 5:00,1/9/2024 6:00,1/9/2024,6,98909,15738,38022,1352,351,33638,225,625,18,0,8940
1/9/2024 12:00,1/9/2024 6:00,1/9/2024 7:00,1/9/2024,7,103146,16674,40136,2247,346,33635,228,626,18,15,9221
1/9/2024 13:00,1/9/2024 7:00,1/9/2024 8:00,1/9/2024,8,107999,17418,42520,3748,353,33627,231,629,18,16,9439
1/9/2024 14:00,1/9/2024 8:00,1/9/2024 9:00,1/9/2024,9,109638,17957,43874,3863,352,33620,230,619,32,15,9076
1/9/2024 15:00,1/9/2024 9:00,1/9/2024 10:00,1/9/2024,10,109950,18315,44197,3990,351,33616,227,611,86,7,8550
1/9/2024 16:00,1/9/2024 10:00,1/9/2024 11:00,1/9/2024,11,110152,18580,45057,3686,348,33608,223,614,148,0,7888
1/9/2024 17:00,1/9/2024 11:00,1/9/2024 12:00,1/9/2024,12,109371,18418,46074,3064,346,33600,318,610,240,0,6701
1/9/2024 18:00,1/9/2024 12:00,1/9/2024 13:00,1/9/2024,13,108439,18517,46113,2850,344,33576,335,593,347,0,5764
1/10/2024 19:00,1/10/2024 13:00,1/10/2024 14:00,1/10/2024,14,103798,20949,39442,1666,157,32491,217,576,2267,0,6033
1/10/2024 20:00,1/10/2024 14:00,1/10/2024 15:00,1/10/2024,15,104021,20457,39552,1805,171,32488,216,582,2282,0,6468
1/10/2024 21:00,1/10/2024 15:00,1/10/2024 16:00,1/10/2024,16,103344,20255,39764,2062,186,32474,215,557,1897,0,5934
1/10/2024 22:00,1/10/2024 16:00,1/10/2024 17:00,1/10/2024,17,104563,21302,41411,2738,354,32467,217,553,484,0,5037
1/10/2024 23:00,1/10/2024 17:00,1/10/2024 18:00,1/10/2024,18,107884,21694,42837,4666,330,32474,217,578,24,14,5050
1/11/2024 0:00,1/10/2024 18:00,1/10/2024 19:00,1/10/2024,19,109438,21915,43685,4387,348,32486,217,579,19,18,5784
1/11/2024 1:00,1/10/2024 19:00,1/10/2024 20:00,1/10/2024,20,108997,21572,43107,4056,336,32489,214,569,19,18,6617
1/11/2024 2:00,1/10/2024 20:00,1/10/2024 21:00,1/10/2024,21,107993,22026,42391,2901,349,32495,213,565,19,16,7018
1/11/2024 3:00,1/10/2024 21:00,1/10/2024 22:00,1/10/2024,22,105711,22180,41141,2217,328,32497,217,567,19,0,6545
1/11/2024 4:00,1/10/2024 22:00,1/10/2024 23:00,1/10/2024,23,102411,21330,39437,1596,83,32495,219,577,19,0,6655
1/11/2024 5:00,1/10/2024 23:00,1/11/2024 0:00,1/10/2024,24,98940,19946,37411,1519,1,32490,222,576,19,0,6756
1/11/2024 6:00,1/11/2024 0:00,1/11/2024 1:00,1/11/2024,1,95929,18537,36519,1475,1,32492,226,556,19,0,6104
1/11/2024 7:00,1/11/2024 1:00,1/11/2024 2:00,1/11/2024,2,94979,17882,36725,1464,1,32491,225,558,19,0,5614
1/11/2024 8:00,1/11/2024 2:00,1/11/2024 3:00,1/11/2024,3,94898,17725,36411,1505,1,32495,226,567,19,0,5949
1/11/2024 9:00,1/11/2024 3:00,1/11/2024 4:00,1/11/2024,4,95489,17740,36254,1574,7,32484,226,567,19,0,6618
1/11/2024 10:00,1/11/2024 4:00,1/11/2024 5:00,1/11/2024,5,95810,17602,36043,1639,144,32492,228,561,19,0,7082
1/11/2024 11:00,1/11/2024 5:00,1/11/2024 6:00,1/11/2024,6,99717,18025,37990,2335,298,32500,230,572,19,0,7748
1/11/2024 12:00,1/11/2024 6:00,1/11/2024 7:00,1/11/2024,7,106359,19487,41344,4130,322,32497,232,563,19,16,7749
1/11/2024 13:00,1/11/2024 7:00,1/11/2024 8:00,1/11/2024,8,111176,21236,43537,4983,357,32494,229,570,51,20,7699
1/11/2024 14:00,1/11/2024 8:00,1/11/2024 9:00,1/11/2024,9,112270,21370,44404,4029,323,32497,227,577,1091,19,7733
1/11/2024 15:00,1/11/2024 9:00,1/11/2024 10:00,1/11/2024,10,108938,20952,41430,2603,213,32502,224,565,2914,3,7532
1/11/2024 16:00,1/11/2024 10:00,1/11/2024 11:00,1/11/2024,11,106846,20995,40749,1790,217,32508,231,564,3222,0,6570
