UTC Timestamp (Interval Ending),Local Timestamp Eastern Time (Interval Beginning),Local Timestamp Eastern Time (Interval Ending),Local Date,Hour Number,PJM Total Actual Load (MW),Atlantic Electric Company Actual Load (MW),"American Electric Power Co., Inc - Appalachian Actual Load (MW)","American Electric Power Co., Inc - Indiana Michigan Actual Load (MW)","American Electric Power Co., Inc - Kentucky Actual Load (MW)","American Electric Power Co., Inc - Ohio Actual Load (MW)",Allegheny Power System Actual Load (MW),Baltimore Gas and Electric Company Actual Load (MW),ComEd Actual Load (MW),Dayton Power and Light Company Actual Load (MW),Duke Energy Ohio/Kentucky Actual Load (MW),Dominion Energy Actual Load (MW),Delmarva Power and Light Actual Load (MW),Duquesne Light Actual Load (MW),Easton Utilities Actual Load (MW),East Kentucky Power Coop Actual Load (MW),Jersey Central Power and Light Company Actual Load (MW),Metropolitan Edison Company Actual Load (MW),Orion Energy Actual Load (MW),Ohio Valley Electric Actual Load (MW),PAPWR Actual Load (MW),Pennsylvania Electric Company Actual Load (MW),Potomac Electric Power Actual Load (MW),Pennsylvania Power and Light Company Actual Load (MW),First Energy - Pennsylvania Electric Company Actual Load (MW),Public Service Electric and Gas Company Actual Load (MW),Rockland Electric Actual Load (MW),Southern Maryland Electric Coop Actual Load (MW),UGI Electric Service Actual Load (MW),Vineland Municipal Electric Utility Actual Load (MW)
1/1/2025 6:00,1/1/2025 0:00,1/1/2025 1:00,1/1/2025,1,79087.296,870.261,4070.764,2613.607,630.671,6290.276,4983.073,2889.348,9569.912,1667.68,2538.273,12464.208,1695.384,1299.378,23.448,1692.863,2081.664,1142.205,6048.698,39,399.402,3576.373,2234.328,3950.118,1595.745,4065.429,128.186,358.297,103.183,65.522
1/1/2025 7:00,1/1/2025 1:00,1/1/2025 2:00,1/1/2025,2,77817.817,849.973,4048.419,2578.711,620.863,6272.861,4916.158,2849.47,9351.387,1642.68,2492.391,12350.459,1660.454,1281.09,23.175,1703.133,1999.858,1118.067,5930.039,36,401.287,3435.604,2212.661,3847.069,1591.224,3963.141,124.659,353.838,98.877,64.269
1/1/2025 8:00,1/1/2025 2:00,1/1/2025 3:00,1/1/2025,3,76691.75,822.307,4064.305,2550.58,617.875,6220.314,4858.134,2801.299,9192.332,1611.68,2475.554,12217.964,1634.267,1295.316,22.952,1677.335,1926.544,1093.833,5865.1,33,399.644,3366.035,2156.297,3743.034,1571.61,3847.916,119.817,347.869,96.33,62.507
1/1/2025 9:00,1/1/2025 3:00,1/1/2025 4:00,1/1/2025,4,76199.223,806.422,4107.928,2478.585,624.582,6145.519,4910.576,2769.025,9082.426,1603.69,2452.084,12219.537,1627.739,1288.29,22.745,1674.022,1893.457,1076.093,5868.162,35,402.116,3309.721,2121.47,3731.82,1563.391,3763.741,117.142,347.96,94.065,61.915
1/1/2025 10:00,1/1/2025 4:00,1/1/2025 5:00,1/1/2025,5,76518.656,808.329,4152.529,2539.176,627.061,6177.637,4963.218,2774.589,9043.957,1610.68,2455.113,12352.18,1647.97,1300.005,23.283,1640.92,1888.278,1075.389,5808.812,40,411.846,3323.26,2110.066,3761.917,1593.894,3763.383,116.292,352.814,94.061,61.997
1/1/2025 11:00,1/1/2025 5:00,1/1/2025 6:00,1/1/2025,6,77973.97,814.683,4257.212,2566.208,643.817,6266.873,5108.8,2859.281,9077.63,1631.69,2498.827,12674.488,1688.583,1332.452,23.903,1632.719,1937.013,1098.476,5904.974,34,420.786,3408.147,2192.772,3825.437,1633.874,3804.729,118.483,358.969,95.762,63.382
1/1/2025 12:00,1/1/2025 6:00,1/1/2025 7:00,1/1/2025,7,79998.718,837.518,4341.537,2623.876,659.236,6365.559,5201.691,2973.741,9238.104,1676.68,2557.991,13079.089,1755.737,1358.922,25.197,1699.616,1989.948,1139.002,6018.465,35,441.443,3505.901,2297.557,3973.157,1657.81,3886.428,122.31,372.686,99.08,65.437
1/1/2025 13:00,1/1/2025 7:00,1/1/2025 8:00,1/1/2025,8,81982.411,843.764,4446.238,2709.317,677.809,6481.917,5356.011,3039.658,9446.33,1718.71,2625.941,13434.728,1800.135,1386.592,26.592,1786.223,2011.128,1183.452,6172.46,35,449.575,3585.352,2386.519,4109.899,1707.357,3884.524,122.766,388.462,101.238,64.714
1/1/2025 14:00,1/1/2025 8:00,1/1/2025 9:00,1/1/2025,9,82866.287,818.414,4508.791,2763.632,677.805,6556.999,5491.908,3047.718,9554.298,1760.993,2675.747,13374.276,1820.938,1401.811,26.783,1886.19,1980.445,1228.145,6231.927,34,465.663,3660.301,2401.804,4246.772,1766.802,3807.574,121.185,389.422,105.423,60.521
1/1/2025 15:00,1/1/2025 9:00,1/1/2025 10:00,1/1/2025,10,83701.098,751.428,4557.516,2818.388,700.334,6747.19,5653.845,3007.175,9554.569,1833.632,2799.559,13172.982,1784.038,1437.164,26.402,1932.165,1929.649,1264.395,6426.489,37,478.724,3803.913,2332.756,4441.107,1842.837,3702.747,119.965,379.853,111.889,53.387
1/1/2025 16:00,1/1/2025 10:00,1/1/2025 11:00,1/1/2025,11,85337.248,741.506,4587.797,2941.708,708.689,6965.69,5676.814,3017.721,9653.713,1921.073,2914.398,13063.283,1793.235,1488.985,26.177,2057.521,2013.282,1317.056,6616.695,42,497.6,3930.548,2387.719,4596.066,1904.206,3790.085,125.766,384.426,118.069,55.42
1/1/2025 17:00,1/1/2025 11:00,1/1/2025 12:00,1/1/2025,12,86892.203,825.011,4554.298,2962.339,718.434,7122.472,5809.269,3071.975,9857.667,1992.465,3016.387,13054.228,1808.976,1525.501,25.685,2102.372,2038.655,1355.045,6769.082,33,510.085,4063.635,2396.844,4696.243,1950.652,3927.543,132.144,387.405,123.277,61.514
1/1/2025 18:00,1/1/2025 12:00,1/1/2025 13:00,1/1/2025,13,88111.504,861.376,4527.398,3002.397,723.246,7262.381,5809.214,3150.836,10032.797,2024.53,3103.15,13023.372,1790.762,1545.719,25.096,2066.537,2227.526,1359.751,6882.09,35,515.878,4121.461,2425.152,4776.592,1993.394,4114.065,136.375,388.016,126.889,60.504
1/1/2025 19:00,1/1/2025 13:00,1/1/2025 14:00,1/1/2025,14,88694.495,800.725,4499.148,3017.959,729.896,7301.502,5834.215,3176.466,10223.633,2022.476,3113.95,12974.496,1811.757,1522.989,25.785,2113.658,2332.278,1363.166,6964.219,37,513.458,4110.79,2472.254,4790.75,1975.407,4255.775,139.639,387.602,127.83,55.672
1/1/2025 20:00,1/1/2025 14:00,1/1/2025 15:00,1/1/2025,15,89418.97,841.853,4485.264,2971.372,736.17,7384.635,5896.872,3291.128,10354.96,2017.521,3082.562,13061.059,1872.79,1529.095,26.603,2107.706,2340.014,1371.985,6982.63,37,508.921,4136.723,2560.671,4784.005,1970.966,4343.229,143.585,391.026,128.449,60.176
1/1/2025 21:00,1/1/2025 15:00,1/1/2025 16:00,1/1/2025,16,90553.331,936.101,4533.078,3036.706,736.586,7404.625,5907.863,3418.512,10376.781,2040.227,3101.439,13390.842,1968.238,1547.558,27.77,2101.979,2349.699,1390.791,6871.334,41,511.69,4240.244,2652.856,4821.592,1947.111,4442.403,144.627,414.066,128.622,68.991
1/1/2025 22:00,1/1/2025 16:00,1/1/2025 17:00,1/1/2025,17,93933.496,1046.298,4704.237,3092.2,758.316,7556.956,6129.128,3628.385,10499.963,2074.125,3147.153,14163.825,2138.155,1549.554,30.318,2079.768,2573.756,1435.689,7080.179,40,526.856,4411.807,2774.125,4969.799,2011.419,4702.742,152.45,449.589,130.819,75.885
1/1/2025 23:00,1/1/2025 17:00,1/1/2025 18:00,1/1/2025,18,98634.786,1143.257,4987.789,3154.586,780.336,7628.797,6396.508,3899.969,10948.02,2123.8,3242.263,15120.767,2331.716,1618.765,32.879,2146.882,2800.858,1530.812,7285.317,37,551.247,4712.29,2873.225,5244.291,2111.405,5038.477,165.704,506.555,140.13,81.141
1/2/2025 0:00,1/1/2025 18:00,1/1/2025 19:00,1/1/2025,19,99402.042,1154.86,5071.996,3187.014,794.003,7579.248,6456.259,3932.832,11276.002,2111.68,3241.163,15340.735,2353.181,1627.695,33.265,2170.7,2803.436,1530.764,7257.356,35,552.492,4716.85,2870.591,5248.517,2112.271,5041.156,164.793,515.392,142.55,80.241
1/2/2025 1:00,1/1/2025 19:00,1/1/2025 20:00,1/1/2025,20,98787.653,1141.308,5078.581,3140.203,789.204,7576.87,6437.886,3888.808,11194.781,2086.69,3198.763,15291.732,2330.292,1628.11,32.84,2188.054,2758.212,1513.115,7199.371,32,550.755,4673.223,2860.65,5204.45,2084.48,5008.264,162.249,515.761,141.383,79.618
1/2/2025 2:00,1/1/2025 20:00,1/1/2025 21:00,1/1/2025,21,97514.632,1118.917,5089.286,3137.577,785.681,7487.981,6329.432,3834.221,11071.215,2064.7,3142.885,15137.732,2296.711,1604.518,32.032,2123.719,2704.669,1483.651,7105.22,37,540.242,4581.833,2825.688,5094.358,2051.732,4946.13,158.869,510.853,139.16,78.62
1/2/2025 3:00,1/1/2025 21:00,1/1/2025 22:00,1/1/2025,22,95735.776,1077.256,5029.019,3066.046,776.773,7410.694,6270.578,3711.003,10935.536,2040.69,3059.612,15035.878,2227.272,1574.873,31.136,2077.939,2576.249,1425.671,7000.125,35,530.899,4471.823,2757.963,4945.241,1974.821,4832.196,153.815,497.023,134.159,76.486
1/2/2025 4:00,1/1/2025 22:00,1/1/2025 23:00,1/1/2025,23,92608.388,1016.841,4939.128,2988.756,757.473,7182.236,6031.457,3541.094,10745.466,1950.68,2928.201,14657.35,2125.897,1520.272,29.528,2038.873,2417.471,1368.092,6827.723,34,503.853,4271.618,2639.438,4733.73,1911.302,4633.563,143.731,471.279,126.561,72.775
1/2/2025 5:00,1/1/2025 23:00,1/2/2025 0:00,1/1/2025,24,89667.482,957.59,4848.28,2873.127,737.437,6970.716,5857.508,3405.78,10535.627,1892.68,2815.552,14401.312,2037.913,1443.732,28.097,1993.172,2271.65,1330.442,6557.276,36,487.227,4047.599,2582.835,4542.6,1833.467,4410.105,134.221,448.077,118.098,69.362
1/2/2025 6:00,1/2/2025 0:00,1/2/2025 1:00,1/2/2025,1,87476.324,915.984,4823.072,2820.295,732.386,6828.781,5839.433,3340.176,9985.577,1849.68,2719.995,14264.257,1990.169,1407.751,27.896,1979.568,2159.682,1286.022,6393.372,33,475.225,3911.363,2505.701,4417.949,1785.74,4238.808,128.204,435.421,113.857,66.96
1/2/2025 7:00,1/2/2025 1:00,1/2/2025 2:00,1/2/2025,2,86317.495,896.866,4830.281,2776.081,718.331,6746.709,5823.511,3282.95,9733.829,1817.68,2666.868,14115.6,1980.475,1385.188,28.835,1994.807,2101.545,1276.14,6330.751,33,464.672,3819.9,2455.27,4416.178,1771.883,4115.977,124.163,433.115,110.827,66.063
1/2/2025 8:00,1/2/2025 2:00,1/2/2025 3:00,1/2/2025,3,85868.084,886.363,4843.395,2771.484,717.837,6688.578,5830.189,3293.489,9560.727,1802.68,2642.808,14208.381,2000.172,1370.048,29.315,1994.461,2064.916,1277.814,6230.391,28,467.884,3788.748,2428.586,4386.266,1767.51,4053.496,122.189,437.078,109.868,65.411
1/2/2025 9:00,1/2/2025 3:00,1/2/2025 4:00,1/2/2025,4,86264.314,894.926,4865.877,2771.715,714.998,6709.18,5838.445,3335.811,9467.279,1804.68,2655.261,14361.075,2042.93,1368.265,30.337,1991.404,2059.295,1296.685,6253.261,33,467.92,3827.179,2465.684,4427.791,1780.435,4052.744,122.135,449.205,110.398,66.399
1/2/2025 10:00,1/2/2025 4:00,1/2/2025 5:00,1/2/2025,5,88009.292,910.271,4983.995,2816.989,721.766,6770.942,5947.035,3445.749,9467.315,1835.68,2735.586,14763.232,2116.911,1384.718,31.237,1968.563,2123.26,1345.185,6389.071,25,484.606,3940.817,2543.272,4535.615,1816.56,4133.461,124.347,466.646,112.944,68.519
1/2/2025 11:00,1/2/2025 5:00,1/2/2025 6:00,1/2/2025,6,92504.025,968.257,5204.518,2945.52,732.956,7039.137,6227.105,3706.094,9670.789,1936.68,2874.945,15498.853,2247.987,1429.584,32.972,2064.583,2268.277,1433.675,6695.394,28,511.906,4201.772,2779.709,4881.878,1928.202,4375.44,130.902,494.562,120.307,74.021
1/2/2025 12:00,1/2/2025 6:00,1/2/2025 7:00,1/2/2025,7,99113.876,1045.729,5478.221,3156.933,767.644,7366.337,6613.161,4032.601,10226.208,2073.7,3071.7,16434.661,2440.263,1523.324,36.099,2233.073,2505.202,1550.275,7181.622,37,579.7,4578.522,3057.687,5348.94,2130.198,4753.988,143.457,531.608,134.164,81.859
1/2/2025 13:00,1/2/2025 7:00,1/2/2025 8:00,1/2/2025,8,104079.07,1090.676,5703.777,3338.971,802.551,7678.732,6848.899,4217.21,10963.278,2217.04,3230.104,17105.336,2540.127,1584.925,38.386,2266.862,2634.876,1643.866,7602.701,36,626.845,4834.599,3232.966,5618.454,2266.262,5018.417,154.591,552.728,143.367,86.524
1/2/2025 14:00,1/2/2025 8:00,1/2/2025 9:00,1/2/2025,9,104917.282,1041.162,5762.697,3405.768,810.853,7820.085,6885.419,4120.503,11397.205,2275.5,3304.173,16932.518,2465.572,1636.87,38.367,2251.32,2597.419,1668.194,7809.983,32,647.449,4886.694,3233.993,5663.87,2317.539,4980.458,158.981,542.548,146.433,83.709
1/2/2025 15:00,1/2/2025 9:00,1/2/2025 10:00,1/2/2025,10,103317.917,941.515,5614.703,3363.607,807.103,7925.202,6897.684,3915.778,11356.849,2301.221,3314.442,16289.848,2335.163,1664.996,36.855,2150.077,2439.223,1631.631,8036.199,38,643.787,4824.162,3140.288,5620.39,2340.678,4796.401,162.791,508.451,146.564,74.309
1/2/2025 16:00,1/2/2025 10:00,1/2/2025 11:00,1/2/2025,11,102138.428,851.212,5447.309,3355.232,791.187,7991.238,6887.496,3806.399,11179.746,2309.231,3282.367,15902.086,2271.794,1700.915,36.005,2039.329,2345.887,1626.691,8223.172,36,656.816,4763.242,3093.699,5560.382,2355.762,4751.496,164.352,495.179,146.12,68.084
1/2/2025 17:00,1/2/2025 11:00,1/2/2025 12:00,1/2/2025,12,101190.992,802.38,5239.833,3353.263,775.495,7986.261,6889.452,3842.155,11119.77,2266.009,3203.765,15545.92,2221.467,1720.757,35.74,1965.165,2281.875,1640.152,8278.95,36,666.531,4740.966,3093.528,5570.339,2365.093,4673.832,164.624,499.555,146.011,66.104
1/2/2025 18:00,1/2/2025 12:00,1/2/2025 13:00,1/2/2025,13,100842.681,805.83,5063.48,3377.407,748.788,7953.883,6885.671,3923.042,11130.308,2240.153,3148.651,15173.676,2253.384,1717.952,36.888,1882.092,2332.801,1675.404,8302.272,35,654.443,4737.307,3115.065,5675.447,2388.012,4723.682,162.574,481.537,150.218,67.714
1/2/2025 19:00,1/2/2025 13:00,1/2/2025 14:00,1/2/2025,14,100484.884,873.291,4928.839,3318.45,725.635,7903.241,6859.992,3848.775,11154.942,2209.253,3097.155,14860.245,2193.583,1721.51,35.167,1804.829,2519.918,1670.443,8359.986,32,654.717,4831.54,3016.263,5759.566,2368.394,4918.35,157.679,437.287,152.214,71.62
1/2/2025 20:00,1/2/2025 14:00,1/2/2025 15:00,1/2/2025,15,100906.243,918.999,4859.683,3317.342,708.458,7820.955,6792.245,3949.745,11368.049,2190.821,3062.744,14815.372,2269.682,1723.112,33.982,1730.429,2594.157,1666.911,8257.082,35,656.319,4886.834,3055.456,5814.911,2362.814,5185.204,162.307,441.092,152.629,73.909
1/2/2025 21:00,1/2/2025 15:00,1/2/2025 16:00,1/2/2025,16,102038.499,1063.637,4848.638,3266.468,708.764,7785.373,6779.441,4035.293,11574.958,2142.785,3033.563,15102.46,2384.005,1719.167,36.336,1702.033,2741.191,1685.863,8240.8,36,681.158,4939.34,3108.773,5831.034,2350.01,5342.829,167.132,490.659,153.118,87.671
1/2/2025 22:00,1/2/2025 16:00,1/2/2025 17:00,1/2/2025,17,104792.34,1163.366,4987.018,3249.77,719.992,7802.02,6875.99,4193.216,11710.964,2169.337,3089.574,15783.622,2548.382,1754.851,37.923,1842.392,2910.393,1770.39,8264.285,44,663.219,5090.349,3216.421,6035.034,2405.866,5524.453,175.404,513.547,158.933,91.629
1/2/2025 23:00,1/2/2025 17:00,1/2/2025 18:00,1/2/2025,18,109876.754,1269.085,5308.645,3349.074,761.751,8109.273,7170.762,4454.046,12091.568,2267.873,3256.524,16896.478,2746.655,1750.63,39.609,1944.908,3131.641,1841.176,8421.217,42,692.636,5436.9,3371.381,6229.999,2468.289,5803.965,183.959,568.754,171.452,96.504
1/3/2025 0:00,1/2/2025 18:00,1/2/2025 19:00,1/2/2025,19,110842.065,1287.592,5491.766,3402.303,808.576,8252.03,7192.702,4464.398,12380.668,2309.7,3360.199,17169.723,2753.039,1795.945,39.499,1959.904,3120.293,1853.109,8334.728,40,691.658,5434.483,3311.13,6168.827,2424.362,5762.152,182.532,588.468,167.32,94.959
1/3/2025 1:00,1/2/2025 19:00,1/2/2025 20:00,1/2/2025,20,110189.282,1270.594,5534.138,3423.666,820.457,8211.86,7119.724,4415.443,12176.928,2274.7,3331.356,17258.316,2717.288,1779.86,39.078,2052.733,3088.345,1827.185,8270.211,47,657.495,5362.941,3251.473,6124.927,2392.452,5703.023,179.817,601.347,164.167,92.758
1/3/2025 2:00,1/2/2025 20:00,1/2/2025 21:00,1/2/2025,21,108910.856,1242.744,5608.12,3421.296,838.83,8095.809,7023.912,4346.317,12021.825,2243.7,3307.856,17179.09,2700.68,1754.738,38.807,2074.292,3025.135,1787.975,8060.851,42,681.371,5259.726,3175.552,5990.637,2346.758,5603.944,176.394,609.241,162.235,91.021
1/3/2025 3:00,1/2/2025 21:00,1/2/2025 22:00,1/2/2025,22,106002.429,1188.029,5596.441,3372.097,832.851,7879.912,6841.635,4190.065,11827.457,2175.7,3218.838,16850.651,2614.149,1697.385,37.773,1945.738,2889.863,1704.403,7813.223,44,634.862,5081.945,3065.418,5783.259,2285.316,5420.964,168.759,598.719,155.638,87.339
1/3/2025 4:00,1/2/2025 22:00,1/2/2025 23:00,1/2/2025,23,102187.675,1118.525,5522.665,3275.183,821.306,7540.774,6603.715,3977.359,11553.904,2078.7,3103.575,16433.201,2494.458,1625.18,35.074,1957.839,2681,1631.277,7521.551,48,632.234,4771.24,2927.792,5519.64,2189.374,5165.9,158.275,576.209,141.55,82.175
1/3/2025 5:00,1/2/2025 23:00,1/3/2025 0:00,1/2/2025,24,98163.013,1039.713,5398.636,3139.577,811.467,7411.195,6378.484,3777.55,11108.935,1980.7,2976.399,15954.645,2386.499,1550.783,32.939,1930.863,2509.793,1551.745,7147.718,45,598.409,4479.274,2802.151,5239.884,2086.375,4901.939,147.392,558.77,138.155,78.023
1/3/2025 6:00,1/3/2025 0:00,1/3/2025 1:00,1/3/2025,1,95551.861,999.888,5298.31,3109.437,789.556,7273.688,6239.318,3656.715,10678.14,1930.7,2855.617,15744.483,2321.696,1497.993,32.273,1927.646,2384.467,1803.104,7005.023,48,586.476,4312.988,2640.063,4803.554,2035.601,4681.667,139.759,549.233,131.593,74.873
1/3/2025 7:00,1/3/2025 1:00,1/3/2025 2:00,1/3/2025,2,93698.098,967.555,5265.208,3025.663,781.282,7054.636,6143.276,3596.202,10363.563,1900.7,2791.543,15633.033,2292.594,1468.124,32.048,1886.449,2306.732,1772.205,6843.191,50,578.574,4244.191,2617.451,4692.414,1984.402,4526.56,134.957,545.329,126.93,73.286
1/3/2025 8:00,1/3/2025 2:00,1/3/2025 3:00,1/3/2025,3,93155.587,955.837,5249.453,3053.996,776.143,7107.615,6118.066,3586.593,10202.078,1889.7,2748.83,15706.819,2289.857,1448.425,32.102,1878.761,2262.247,1762.699,6796.608,50,558.302,4173.673,2620.951,4633.26,1945.613,4431.538,131.964,549.043,123.799,71.615
1/3/2025 9:00,1/3/2025 3:00,1/3/2025 4:00,1/3/2025,4,93375.035,952.445,5272.088,3062.393,777.684,7116.179,6181.008,3639.374,10057.92,1883.7,2755.118,15887.922,2316.12,1441.061,32.753,1900.643,2257.048,1758.976,6784.386,63,573.433,4136.486,2633.479,4649.132,1949.23,4401.509,131.72,564.611,123.95,71.667
1/3/2025 10:00,1/3/2025 4:00,1/3/2025 5:00,1/3/2025,5,95123.424,974.041,5362.986,3106.713,779.713,7209.424,6354.604,3766.203,10053.664,1914.7,2828.145,16268.606,2383.926,1473.646,33.84,1931.327,2306.12,1804.556,6868.471,70,580.861,4222.3,2722.083,4757.605,1968.877,4458.762,133.06,589.022,126.434,73.735
1/3/2025 11:00,1/3/2025 5:00,1/3/2025 6:00,1/3/2025,6,98742.293,1020.125,5511.747,3180.296,791.615,7404.729,6594.421,4015.95,10247.104,1996.7,2935.601,16883.598,2521.045,1521.049,35.482,1843.875,2437.524,1886.404,7084.711,77,611.898,4500.977,2950.402,4983.2,2093.832,4643.415,138.569,620.714,132.353,77.957
1/3/2025 12:00,1/3/2025 6:00,1/3/2025 7:00,1/3/2025,7,104495.751,1102.159,5782.779,3376.977,816.891,7668.374,6958.809,4346.182,10740.18,2134.7,3115.191,17588.801,2707.193,1601.619,38.476,1887.316,2640.448,2019.624,7493.01,74,631.938,4870.378,3243.93,5414.294,2239.747,4968.692,150.211,655.645,143.085,85.102
1/3/2025 13:00,1/3/2025 7:00,1/3/2025 8:00,1/3/2025,8,109231.313,1149.063,5996.572,3466.535,858.532,8044.402,7210.554,4525.777,11435.063,2253.69,3304.108,18073.176,2804.224,1667.543,41.018,2016.569,2752.259,2117.084,7889.428,62,669.617,5103.719,3446.203,5678.497,2365.831,5222.203,160.504,676.75,151.167,89.225
1/3/2025 14:00,1/3/2025 8:00,1/3/2025 9:00,1/3/2025,9,110221.963,1101.936,6040.546,3580.478,845.528,8082.971,7244.965,4473.221,11877.178,2320.365,3424.619,18067.881,2741.626,1709.611,41.636,2005.633,2771.935,2137.64,8007.019,54,681.75,5213.222,3429.06,5705.021,2385.018,5210.77,163.868,664.129,153.601,86.736
1/3/2025 15:00,1/3/2025 9:00,1/3/2025 10:00,1/3/2025,10,108533.874,1042.816,5829.856,3591.311,839.127,8110.615,7197.896,4344.675,11915.673,2346.114,3445.127,17292.725,2628.023,1736.168,40.59,2005.162,2607.415,2096.316,8148.4,51,685.191,5206.669,3285.568,5624.887,2394.505,5046.117,163.775,619.183,155.582,83.388
1/3/2025 16:00,1/3/2025 10:00,1/3/2025 11:00,1/3/2025,11,106892.294,1014.349,5680.811,3596.884,840.978,8181.298,7058.342,4232.955,11810.342,2383.12,3527.392,16601.859,2548.315,1752.395,39.436,2001.229,2515.361,2056.559,8124.141,43,665.501,5163.38,3235.122,5546.197,2412.296,4888.491,159.722,570.154,157.35,85.315
1/3/2025 17:00,1/3/2025 11:00,1/3/2025 12:00,1/3/2025,12,106038.061,1020.087,5589.117,3624.358,818.047,8251.001,6984.377,4126.286,11758.896,2398.978,3578.356,16205.75,2489.062,1753.078,38.494,2074.394,2440.173,2042.451,8240.825,44,661.379,5069.954,3240.962,5510.098,2384.789,4747.065,157.651,547.706,156.452,84.275
1/3/2025 18:00,1/3/2025 12:00,1/3/2025 13:00,1/3/2025,13,105450.202,1009.249,5520.386,3602.865,812.255,8344.009,6899.946,3988.745,11779.203,2409.477,3577.276,15909.887,2458.835,1765.255,37.578,2130.896,2401.949,2033.047,8348.424,45,664.755,5001.911,3189.211,5511.368,2380.924,4701.533,153.901,531.055,156.542,84.72
1/3/2025 19:00,1/3/2025 13:00,1/3/2025 14:00,1/3/2025,14,105183.776,1055.255,5476.511,3579.565,815.482,8354.968,6912.528,3946.898,11814.904,2417.135,3601.844,15664.737,2415.389,1757.385,36.988,2088.855,2396.372,2049.682,8334.828,57,668.585,5001.761,3131.083,5528.007,2389.611,4780.778,153.503,511.438,157.068,85.616
1/3/2025 20:00,1/3/2025 14:00,1/3/2025 15:00,1/3/2025,15,105382.755,1056.525,5491.483,3512.85,814.698,8370.152,6883.164,3972.817,11985.965,2398.718,3537.765,15614.968,2414.481,1746.183,36.3,2086.615,2551.625,2059.056,8202.512,49,661.568,5011.29,3142.98,5552.582,2340.876,4998.857,158.782,489.292,154.999,86.652
1/3/2025 21:00,1/3/2025 15:00,1/3/2025 16:00,1/3/2025,16,106603.16,1093.589,5607.612,3504.537,821.633,8285.312,6931.122,4070.163,12117.431,2372.03,3514.072,16053.069,2437.416,1743.925,35.902,2052.964,2747.21,2068.075,8136.338,48,647.413,5064.61,3283.791,5534.031,2304.23,5219.536,162.431,504.166,154.401,88.151
1/3/2025 22:00,1/3/2025 16:00,1/3/2025 17:00,1/3/2025,17,109265.775,1173.645,5700.149,3526.698,834.162,8359.575,7133.735,4239.122,12167.627,2385.74,3547.564,16665.677,2549.973,1766.243,37.097,2056.428,2917.726,2120.019,8194.761,54,662.791,5251.253,3438.494,5687.642,2327.203,5495.316,173.039,550.56,158.168,91.368
1/3/2025 23:00,1/3/2025 17:00,1/3/2025 18:00,1/3/2025,18,113545.469,1252.963,5937.14,3598.87,860.456,8552.868,7448.95,4477.018,12557.901,2466.266,3671.865,17462.443,2693.285,1826.931,39.313,2163.146,3085.815,2206.326,8434.636,55,684.177,5480.661,3528.302,5874.143,2411.765,5730.403,181.464,602.744,164.473,96.145
1/4/2025 0:00,1/3/2025 18:00,1/3/2025 19:00,1/3/2025,19,114349.282,1257.008,6111.458,3631.192,880.255,8598.853,7499.321,4515.055,12903.023,2498.66,3727.878,17668.27,2737.932,1822.382,40.215,2266.8,3078.147,2203.178,8269.226,48,690.783,5444.881,3476.241,5828.52,2414.955,5680.122,179.758,618.801,164.257,94.111
1/4/2025 1:00,1/3/2025 19:00,1/3/2025 20:00,1/3/2025,20,113494.886,1247.111,6135.781,3465.07,883.248,8499.344,7476.068,4513.427,12794.806,2470.67,3692.762,17695.057,2747.38,1804.63,40.238,2274.699,3060.256,2182.577,8196.099,46,676.755,5356.599,3402.6,5786.09,2382.171,5605.971,176.467,629.287,161.838,91.885
1/4/2025 2:00,1/3/2025 20:00,1/3/2025 21:00,1/3/2025,21,112603.986,1227.402,6178.839,3476.598,883.218,8435.155,7394.314,4479.382,12672.594,2447.67,3650.074,17717.575,2739.476,1775.773,40.103,2294.862,2976.604,2146.795,8135.205,47,658.751,5249.603,3378.038,5692.494,2347.014,5501.283,173.548,633.502,161.137,89.977
1/4/2025 3:00,1/3/2025 21:00,1/3/2025 22:00,1/3/2025,22,110590.271,1190.494,6142.215,3416.946,879.546,8262.029,7242.933,4391.474,12456.967,2401.66,3590.856,17596.725,2693.222,1735.963,39.418,2261.679,2907.262,2084.061,7954.275,42,639.453,5121.156,3299.033,5540.48,2266.723,5393.498,169.431,626.81,156.536,87.426
1/4/2025 4:00,1/3/2025 22:00,1/3/2025 23:00,1/3/2025,23,107596.157,1138.229,6011.325,3292.286,869.666,8062.221,7042.433,4256.647,12197.557,2307.67,3499.907,17320.121,2619.895,1669.581,38.39,2309.19,2770.695,1994.366,7714.676,40,624.97,4896.743,3199.074,5340.948,2179.006,5194.639,160.877,610.353,150.979,83.713
1/4/2025 5:00,1/3/2025 23:00,1/4/2025 0:00,1/3/2025,24,104192.41,1083.549,5850.146,3266.067,855.284,7816.871,6825.91,4109.458,11738.716,2204.66,3404.313,17058.39,2553.49,1594.587,37.282,2304.018,2619.072,1904.656,7410.478,45,600.754,4677.123,3088.928,5109.379,2094.833,4968.099,151.577,596.403,142.909,80.458
1/4/2025 6:00,1/4/2025 0:00,1/4/2025 1:00,1/4/2025,1,101394.322,1042.683,5769.998,3179.178,847.472,7549.73,6655.96,4013.615,11332.496,2135.68,3312.188,16856.953,2504.627,1559.37,36.458,2277.129,2490.452,1835.399,7132.579,32,593.98,4503.503,3022.137,4975.891,2025.428,4765.637,143.8,586.773,136.192,77.014
