UTC Timestamp (Interval Ending),Local Timestamp Eastern Time (Interval Beginning),Local Timestamp Eastern Time (Interval Ending),Local Date,Hour Number,Total Generation (MW),Coal Generation (MW),Gas Generation (MW),Hydro Generation (MW),Multiple Fuels Generation (MW),Nuclear Generation (MW),Oil Generation (MW),Other Renewables Generation (MW),Solar Generation (MW),Storage Generation (MW),Wind Generation (MW)
1/3/2025 7:00,1/3/2025 1:00,1/3/2025 2:00,1/3/2025,2,100996,19827,38998,856,1,33919,183,651,0,0,6561
1/3/2025 8:00,1/3/2025 2:00,1/3/2025 3:00,1/3/2025,3,100716,19349,38660,855,1,33923,184,646,0,0,7098
1/3/2025 9:00,1/3/2025 3:00,1/3/2025 4:00,1/3/2025,4,100920,19254,38725,883,1,33933,186,643,0,0,7295
1/3/2025 10:00,1/3/2025 4:00,1/3/2025 5:00,1/3/2025,5,101878,19589,39026,856,1,33933,190,650,0,0,7633
1/3/2025 11:00,1/3/2025 5:00,1/3/2025 6:00,1/3/2025,6,102712,19635,39459,1108,1,33936,190,650,0,0,7733
1/3/2025 12:00,1/3/2025 6:00,1/3/2025 7:00,1/3/2025,7,106676,20116,40626,3401,1,33935,188,645,0,8,7756
1/3/2025 13:00,1/3/2025 7:00,1/3/2025 8:00,1/3/2025,8,111246,21290,42842,4794,1,33931,195,631,17,4,7541
1/3/2025 14:00,1/3/2025 8:00,1/3/2025 9:00,1/3/2025,9,112606,21746,43678,4293,2,33929,196,632,641,0,7489
1/3/2025 15:00,1/3/2025 9:00,1/3/2025 10:00,1/3/2025,10,111999,21707,43938,2582,2,33919,260,636,1902,0,7053
1/3/2025 16:00,1/3/2025 10:00,1/3/2025 11:00,1/3/2025,11,111035,21995,42760,1236,2,33892,287,636,3167,0,7060
1/3/2025 17:00,1/3/2025 11:00,1/3/2025 12:00,1/3/2025,12,109481,21407,41372,1165,2,33889,284,627,3457,0,7278
1/3/2025 18:00,1/3/2025 12:00,1/3/2025 13:00,1/3/2025,13,108958,20818,40938,1168,3,33897,352,627,3559,0,7596
1/3/2025 19:00,1/3/2025 13:00,1/3/2025 14:00,1/3/2025,14,109976,21094,41335,1145,2,33860,301,618,3442,0,8179
1/3/2025 20:00,1/3/2025 14:00,1/3/2025 15:00,1/3/2025,15,110284,21573,41461,1227,3,33853,249,622,2696,0,8600
1/3/2025 21:00,1/3/2025 15:00,1/3/2025 16:00,1/3/2025,16,110767,22038,41769,1508,27,33841,182,593,1845,0,8964
1/3/2025 22:00,1/3/2025 16:00,1/3/2025 17:00,1/3/2025,17,111207,21929,42461,2331,256,33817,184,588,666,0,8975
1/3/2025 23:00,1/3/2025 17:00,1/3/2025 18:00,1/3/2025,18,114463,22712,43450,4535,320,33862,183,594,77,8,8722
1/4/2025 0:00,1/3/2025 18:00,1/3/2025 19:00,1/3/2025,19,116669,23596,45037,4704,435,33875,181,600,42,10,8189
1/4/2025 1:00,1/3/2025 19:00,1/3/2025 20:00,1/3/2025,20,116250,24201,44745,3802,445,33887,170,596,41,2,8361
1/4/2025 2:00,1/3/2025 20:00,1/3/2025 21:00,1/3/2025,21,115011,24285,44379,3012,447,33897,164,595,41,0,8191
1/4/2025 3:00,1/3/2025 21:00,1/3/2025 22:00,1/3/2025,22,113387,24287,43438,2277,450,33918,165,615,41,0,8196
1/4/2025 4:00,1/3/2025 22:00,1/3/2025 23:00,1/3/2025,23,111193,23859,42443,1564,321,33914,166,600,41,0,8285
1/4/2025 5:00,1/3/2025 23:00,1/4/2025 0:00,1/3/2025,24,108843,23052,41562,1204,261,33922,168,610,41,0,8023
1/4/2025 6:00,1/4/2025 0:00,1/4/2025 1:00,1/4/2025,1,108088,22430,42018,864,251,33926,168,624,41,0,7766
1/4/2025 7:00,1/4/2025 1:00,1/4/2025 2:00,1/4/2025,2,108516,22344,42811,753,260,33932,171,629,39,0,7577
1/4/2025 8:00,1/4/2025 2:00,1/4/2025 3:00,1/4/2025,3,107745,22345,42602,687,54,33928,173,628,39,0,7289
1/4/2025 9:00,1/4/2025 3:00,1/4/2025 4:00,1/4/2025,4,107673,22310,42532,744,13,33936,176,628,39,0,7295
1/4/2025 10:00,1/4/2025 4:00,1/4/2025 5:00,1/4/2025,5,108188,22986,42691,736,192,33930,179,632,39,0,6803
1/4/2025 11:00,1/4/2025 5:00,1/4/2025 6:00,1/4/2025,6,109097,23918,42721,835,194,33934,176,632,39,0,6648
1/4/2025 12:00,1/4/2025 6:00,1/4/2025 7:00,1/4/2025,7,109285,24325,42210,1122,194,33934,200,630,39,0,6631
1/4/2025 13:00,1/4/2025 7:00,1/4/2025 8:00,1/4/2025,8,111836,24294,42580,3303,191,33927,444,602,73,8,6414
1/4/2025 14:00,1/4/2025 8:00,1/4/2025 9:00,1/4/2025,9,114245,24598,43987,2936,194,33933,395,585,1575,2,6040
1/4/2025 15:00,1/4/2025 9:00,1/4/2025 10:00,1/4/2025,10,113750,23724,43086,1689,193,33932,175,584,4705,0,5662
1/4/2025 16:00,1/4/2025 10:00,1/4/2025 11:00,1/4/2025,11,113081,23619,42613,1103,55,33933,176,593,6075,0,4914
1/4/2025 17:00,1/4/2025 11:00,1/4/2025 12:00,1/4/2025,12,113711,24214,43295,943,1,33930,174,571,6095,0,4488
1/4/2025 18:00,1/4/2025 12:00,1/4/2025 13:00,1/4/2025,13,113178,24246,42864,948,1,33931,171,562,5892,0,4563
1/4/2025 19:00,1/4/2025 13:00,1/4/2025 14:00,1/4/2025,14,111305,23398,41736,967,1,33929,170,573,6014,0,4517
1/4/2025 20:00,1/4/2025 14:00,1/4/2025 15:00,1/4/2025,15,110551,22852,41327,1018,1,33928,173,589,6312,0,4351
1/4/2025 21:00,1/4/2025 15:00,1/4/2025 16:00,1/4/2025,16,110903,22998,42275,1500,1,33930,178,581,5387,0,4053
1/4/2025 22:00,1/4/2025 16:00,1/4/2025 17:00,1/4/2025,17,111306,23544,45080,2492,1,33916,182,595,1861,0,3635
1/4/2025 23:00,1/4/2025 17:00,1/4/2025 18:00,1/4/2025,18,115124,24599,47410,4958,1,33914,182,599,72,0,3389
1/5/2025 0:00,1/4/2025 18:00,1/4/2025 19:00,1/4/2025,19,117482,25577,48744,5104,1,33916,180,600,10,0,3350
1/5/2025 1:00,1/4/2025 19:00,1/4/2025 20:00,1/4/2025,20,116945,25729,48410,4647,1,33917,180,598,1,8,3454
1/5/2025 2:00,1/4/2025 20:00,1/4/2025 21:00,1/4/2025,21,116553,25939,48578,4053,1,33921,183,592,0,9,3277
1/5/2025 3:00,1/4/2025 21:00,1/4/2025 22:00,1/4/2025,22,114804,26046,47659,2965,1,33927,197,589,0,9,3411
1/5/2025 4:00,1/4/2025 22:00,1/4/2025 23:00,1/4/2025,23,112659,26007,46701,1818,1,33760,358,592,0,1,3421
1/5/2025 5:00,1/4/2025 23:00,1/5/2025 0:00,1/4/2025,24,110719,25595,45898,1295,1,33645,351,594,0,0,3340
1/5/2025 6:00,1/5/2025 0:00,1/5/2025 1:00,1/5/2025,1,109394,25520,45128,946,1,33651,185,594,0,0,3369
1/5/2025 7:00,1/5/2025 1:00,1/5/2025 2:00,1/5/2025,2,107605,25108,43861,845,1,33752,182,594,0,0,3262
1/5/2025 8:00,1/5/2025 2:00,1/5/2025 3:00,1/5/2025,3,106510,24256,43711,815,1,33835,183,587,0,0,3122
1/5/2025 9:00,1/5/2025 3:00,1/5/2025 4:00,1/5/2025,4,106289,24438,43610,821,1,33850,182,579,0,0,2808
1/5/2025 10:00,1/5/2025 4:00,1/5/2025 5:00,1/5/2025,5,105285,23882,43339,835,1,33882,187,581,0,0,2578
1/5/2025 11:00,1/5/2025 5:00,1/5/2025 6:00,1/5/2025,6,106261,24196,43694,1282,1,33898,191,581,0,0,2418
1/5/2025 12:00,1/5/2025 6:00,1/5/2025 7:00,1/5/2025,7,108351,24643,44475,2516,1,33910,194,585,0,1,2026
1/5/2025 13:00,1/5/2025 7:00,1/5/2025 8:00,1/5/2025,8,110187,25126,44431,3868,1,33923,360,578,43,8,1849
1/5/2025 14:00,1/5/2025 8:00,1/5/2025 9:00,1/5/2025,9,110631,24663,44102,3751,1,33940,368,571,1358,2,1875
1/5/2025 15:00,1/5/2025 9:00,1/5/2025 10:00,1/5/2025,10,108544,23483,42867,1581,1,33944,359,568,3830,0,1911
1/5/2025 16:00,1/5/2025 10:00,1/5/2025 11:00,1/5/2025,11,108072,23792,42421,995,1,33947,193,586,4288,0,1849
1/5/2025 17:00,1/5/2025 11:00,1/5/2025 12:00,1/5/2025,12,107444,23468,41796,988,1,33954,188,584,4371,0,2094
1/5/2025 18:00,1/5/2025 12:00,1/5/2025 13:00,1/5/2025,13,108702,23993,42384,1030,1,33951,187,588,4232,0,2336
1/5/2025 19:00,1/5/2025 13:00,1/5/2025 14:00,1/5/2025,14,110031,25468,42792,999,1,33947,185,592,3681,0,2366
1/5/2025 20:00,1/5/2025 14:00,1/5/2025 15:00,1/5/2025,15,110266,26522,43193,1102,1,33937,186,600,2298,0,2427
1/5/2025 21:00,1/5/2025 15:00,1/5/2025 16:00,1/5/2025,16,110516,26806,43894,1517,1,33934,184,605,937,0,2638
1/5/2025 22:00,1/5/2025 16:00,1/5/2025 17:00,1/5/2025,17,111682,26866,45019,2093,1,33934,182,599,220,0,2768
1/5/2025 23:00,1/5/2025 17:00,1/5/2025 18:00,1/5/2025,18,115671,27097,46775,3282,1,33930,181,599,15,7,3784
1/6/2025 0:00,1/5/2025 18:00,1/5/2025 19:00,1/5/2025,19,117246,27884,47224,2962,1,33927,179,591,0,9,4469
1/6/2025 1:00,1/5/2025 19:00,1/5/2025 20:00,1/5/2025,20,115732,27758,46765,2686,1,33932,179,586,0,10,3815
1/6/2025 2:00,1/5/2025 20:00,1/5/2025 21:00,1/5/2025,21,114257,27413,45729,2381,1,33928,180,574,0,2,4049
1/6/2025 3:00,1/5/2025 21:00,1/5/2025 22:00,1/5/2025,22,111539,26253,43798,1744,1,33934,179,583,0,0,5047
1/6/2025 4:00,1/5/2025 22:00,1/5/2025 23:00,1/5/2025,23,108685,25167,42092,1061,1,33939,179,588,0,0,5658
1/6/2025 5:00,1/5/2025 23:00,1/6/2025 0:00,1/5/2025,24,107542,24429,41678,872,1,33940,178,591,0,0,5853
1/6/2025 6:00,1/6/2025 0:00,1/6/2025 1:00,1/6/2025,1,106692,23549,40751,784,1,33938,178,575,0,0,6916
1/6/2025 7:00,1/6/2025 1:00,1/6/2025 2:00,1/6/2025,2,105682,22801,40297,728,1,33941,202,575,0,0,7137
1/6/2025 8:00,1/6/2025 2:00,1/6/2025 3:00,1/6/2025,3,105087,22516,39779,718,1,33941,239,567,0,0,7326
1/6/2025 9:00,1/6/2025 3:00,1/6/2025 4:00,1/6/2025,4,105041,22273,39598,886,1,33939,253,557,0,0,7534
1/6/2025 10:00,1/6/2025 4:00,1/6/2025 5:00,1/6/2025,5,106580,22366,40555,976,1,33937,646,552,0,0,7547
1/6/2025 11:00,1/6/2025 5:00,1/6/2025 6:00,1/6/2025,6,108396,22422,41767,1158,125,33940,1179,560,0,0,7245
1/6/2025 12:00,1/6/2025 6:00,1/6/2025 7:00,1/6/2025,7,111937,22982,43037,2234,185,33939,1628,562,0,0,7370
1/6/2025 13:00,1/6/2025 7:00,1/6/2025 8:00,1/6/2025,8,117034,23541,45618,4534,182,33940,1353,548,0,6,7312
1/6/2025 14:00,1/6/2025 8:00,1/6/2025 9:00,1/6/2025,9,120702,25466,49003,3986,181,33938,738,536,94,1,6759
1/6/2025 15:00,1/6/2025 9:00,1/6/2025 10:00,1/6/2025,10,121694,27014,49957,2967,184,33934,241,532,350,0,6515
1/6/2025 16:00,1/6/2025 10:00,1/6/2025 11:00,1/6/2025,11,122079,27914,50251,1913,211,33927,176,531,756,0,6400
1/6/2025 17:00,1/6/2025 11:00,1/6/2025 12:00,1/6/2025,12,122615,28785,50058,1317,260,33915,176,539,1109,0,6456
1/6/2025 18:00,1/6/2025 12:00,1/6/2025 13:00,1/6/2025,13,122166,28504,50193,1173,2,33910,172,542,1351,0,6319
1/6/2025 19:00,1/6/2025 13:00,1/6/2025 14:00,1/6/2025,14,120730,28179,49411,1232,50,33910,185,550,1245,0,5968
1/6/2025 20:00,1/6/2025 14:00,1/6/2025 15:00,1/6/2025,15,119707,28061,49099,1019,183,33907,196,558,1051,0,5633
1/6/2025 21:00,1/6/2025 15:00,1/6/2025 16:00,1/6/2025,16,119782,28518,49073,1555,185,33910,171,544,733,0,5093
1/6/2025 22:00,1/6/2025 16:00,1/6/2025 17:00,1/6/2025,17,120582,28675,49242,2575,185,33914,170,521,255,0,5045
1/6/2025 23:00,1/6/2025 17:00,1/6/2025 18:00,1/6/2025,18,124828,29200,50507,4943,190,33922,189,517,15,6,5339
1/7/2025 0:00,1/6/2025 18:00,1/6/2025 19:00,1/6/2025,19,126186,29863,50758,5008,198,33923,254,515,0,7,5660
1/7/2025 1:00,1/6/2025 19:00,1/6/2025 20:00,1/6/2025,20,125217,29789,50961,3681,183,33923,255,527,0,4,5894
1/7/2025 2:00,1/6/2025 20:00,1/6/2025 21:00,1/6/2025,21,123825,30120,50146,2945,209,33921,258,527,0,0,5699
1/7/2025 3:00,1/6/2025 21:00,1/6/2025 22:00,1/6/2025,22,120659,30063,48699,2030,89,33923,224,521,0,0,5110
1/7/2025 4:00,1/6/2025 22:00,1/6/2025 23:00,1/6/2025,23,118285,30414,47312,1534,1,33934,173,539,0,0,4378
1/7/2025 5:00,1/6/2025 23:00,1/7/2025 0:00,1/6/2025,24,114956,30202,45178,1090,1,33923,194,555,0,0,3813
1/7/2025 6:00,1/7/2025 0:00,1/7/2025 1:00,1/7/2025,1,113896,30177,44805,744,1,33923,179,551,0,0,3516
1/7/2025 7:00,1/7/2025 1:00,1/7/2025 2:00,1/7/2025,2,113094,29889,44426,600,1,33922,181,557,0,0,3518
1/7/2025 8:00,1/7/2025 2:00,1/7/2025 3:00,1/7/2025,3,112385,29604,44299,563,1,33914,182,558,0,0,3264
1/7/2025 9:00,1/7/2025 3:00,1/7/2025 4:00,1/7/2025,4,113149,29726,44768,552,121,33915,184,540,0,0,3343
1/7/2025 10:00,1/7/2025 4:00,1/7/2025 5:00,1/7/2025,5,114194,29378,45199,736,701,33902,419,530,0,0,3329
1/7/2025 11:00,1/7/2025 5:00,1/7/2025 6:00,1/7/2025,6,116039,29410,46464,800,696,33900,1165,526,0,0,3078
1/7/2025 12:00,1/7/2025 6:00,1/7/2025 7:00,1/7/2025,7,120215,28998,48058,3446,688,33895,1633,528,0,8,2961
1/7/2025 13:00,1/7/2025 7:00,1/7/2025 8:00,1/7/2025,8,125753,30352,50641,5192,688,33886,1353,515,27,10,3089
1/7/2025 14:00,1/7/2025 8:00,1/7/2025 9:00,1/7/2025,9,128112,31098,51526,4879,698,33890,1252,492,994,6,3277
1/7/2025 15:00,1/7/2025 9:00,1/7/2025 10:00,1/7/2025,10,125997,30878,49150,3471,700,33889,1236,488,2915,1,3269
1/7/2025 16:00,1/7/2025 10:00,1/7/2025 11:00,1/7/2025,11,123405,31288,47826,1102,697,33881,983,475,3997,0,3156
1/7/2025 17:00,1/7/2025 11:00,1/7/2025 12:00,1/7/2025,12,122182,31181,46724,859,697,33864,784,480,4530,0,3063
1/7/2025 18:00,1/7/2025 12:00,1/7/2025 13:00,1/7/2025,13,121005,31150,45468,811,694,33855,558,468,4971,0,3030
1/7/2025 19:00,1/7/2025 13:00,1/7/2025 14:00,1/7/2025,14,119053,30991,43436,810,694,33847,457,475,5317,0,3026
1/7/2025 20:00,1/7/2025 14:00,1/7/2025 15:00,1/7/2025,15,117702,30363,42946,814,694,33846,355,479,5153,0,3052
1/7/2025 21:00,1/7/2025 15:00,1/7/2025 16:00,1/7/2025,16,117230,30193,43590,1401,695,33839,206,489,3903,0,2914
1/7/2025 22:00,1/7/2025 16:00,1/7/2025 17:00,1/7/2025,17,118141,30571,46168,2225,697,33833,187,488,1241,0,2731
1/7/2025 23:00,1/7/2025 17:00,1/7/2025 18:00,1/7/2025,18,123791,31081,50270,4506,697,33839,185,493,44,0,2676
1/8/2025 0:00,1/7/2025 18:00,1/7/2025 19:00,1/7/2025,19,126532,31243,52251,5015,699,33844,207,492,0,0,2781
1/8/2025 1:00,1/7/2025 19:00,1/7/2025 20:00,1/7/2025,20,126111,30999,52402,4492,702,33846,188,496,0,0,2986
1/8/2025 2:00,1/7/2025 20:00,1/7/2025 21:00,1/7/2025,21,124641,30818,51229,4315,701,33856,190,501,0,0,3031
1/8/2025 3:00,1/7/2025 21:00,1/7/2025 22:00,1/7/2025,22,121754,30782,49334,3238,701,33853,191,512,0,8,3135
1/8/2025 4:00,1/7/2025 22:00,1/7/2025 23:00,1/7/2025,23,117850,30702,47112,1767,377,33857,194,513,5,8,3315
1/8/2025 5:00,1/7/2025 23:00,1/8/2025 0:00,1/7/2025,24,114175,30275,44914,1269,1,33850,194,497,1,10,3164
1/8/2025 6:00,1/8/2025 0:00,1/8/2025 1:00,1/8/2025,1,111602,29618,43760,816,1,33844,218,498,0,2,2845
1/8/2025 7:00,1/8/2025 1:00,1/8/2025 2:00,1/8/2025,2,109966,28763,41917,631,1,33847,1565,514,0,0,2728
1/8/2025 8:00,1/8/2025 2:00,1/8/2025 3:00,1/8/2025,3,108688,28159,40787,620,1,33852,2164,509,0,0,2596
1/8/2025 9:00,1/8/2025 3:00,1/8/2025 4:00,1/8/2025,4,108802,28059,41599,715,1,33864,1537,521,0,5,2501
1/8/2025 10:00,1/8/2025 4:00,1/8/2025 5:00,1/8/2025,5,109059,27506,42232,711,117,33858,1667,523,0,5,2440
1/8/2025 11:00,1/8/2025 5:00,1/8/2025 6:00,1/8/2025,6,112161,28003,43014,2039,695,33859,1738,523,0,0,2290
1/8/2025 12:00,1/8/2025 6:00,1/8/2025 7:00,1/8/2025,7,118664,29300,45903,4101,710,33861,1839,522,0,0,2428
1/8/2025 13:00,1/8/2025 7:00,1/8/2025 8:00,1/8/2025,8,124378,29799,49225,5267,729,33861,2216,508,48,9,2716
1/8/2025 14:00,1/8/2025 8:00,1/8/2025 9:00,1/8/2025,9,126703,30440,49620,4770,774,33866,2337,507,1387,2,3000
1/8/2025 15:00,1/8/2025 9:00,1/8/2025 10:00,1/8/2025,10,124821,30519,47628,2329,773,33863,2387,512,3977,0,2833
1/8/2025 16:00,1/8/2025 10:00,1/8/2025 11:00,1/8/2025,11,122920,30504,46678,1022,771,33856,1991,544,5209,0,2345
1/8/2025 17:00,1/8/2025 11:00,1/8/2025 12:00,1/8/2025,12,121543,30640,45032,756,770,33848,2040,554,5537,0,2366
1/8/2025 18:00,1/8/2025 12:00,1/8/2025 13:00,1/8/2025,13,119907,30392,43019,736,736,33847,2107,559,5684,0,2827
1/8/2025 19:00,1/8/2025 13:00,1/8/2025 14:00,1/8/2025,14,118649,29332,42263,694,770,33847,2173,555,5618,0,3397
1/8/2025 20:00,1/8/2025 14:00,1/8/2025 15:00,1/8/2025,15,118284,28546,42727,703,770,33851,2154,557,5251,0,3725
1/8/2025 21:00,1/8/2025 15:00,1/8/2025 16:00,1/8/2025,16,118568,28623,43864,1186,770,33840,2182,560,3764,0,3779
1/8/2025 22:00,1/8/2025 16:00,1/8/2025 17:00,1/8/2025,17,120397,28622,47443,1821,770,33840,2324,552,1343,0,3682
1/8/2025 23:00,1/8/2025 17:00,1/8/2025 18:00,1/8/2025,18,124728,29552,49914,4087,772,33844,2275,548,198,0,3538
1/9/2025 0:00,1/8/2025 18:00,1/8/2025 19:00,1/8/2025,19,127632,30691,51236,4717,773,33849,2272,538,57,0,3499
1/9/2025 1:00,1/8/2025 19:00,1/8/2025 20:00,1/8/2025,20,127371,30708,50826,4674,775,33848,2271,535,5,0,3729
1/9/2025 2:00,1/8/2025 20:00,1/8/2025 21:00,1/8/2025,21,126697,30515,50802,4219,777,33848,2293,542,5,0,3696
1/9/2025 3:00,1/8/2025 21:00,1/8/2025 22:00,1/8/2025,22,123737,30647,48406,3311,777,33856,2384,557,5,8,3786
1/9/2025 4:00,1/8/2025 22:00,1/8/2025 23:00,1/8/2025,23,120073,30757,46926,1566,363,33849,2168,556,5,10,3873
1/9/2025 5:00,1/8/2025 23:00,1/9/2025 0:00,1/8/2025,24,117241,30134,45770,987,70,33848,1994,554,2,10,3872
1/9/2025 6:00,1/9/2025 0:00,1/9/2025 1:00,1/9/2025,1,116278,29408,46085,682,70,33855,1848,544,0,1,3785
1/9/2025 7:00,1/9/2025 1:00,1/9/2025 2:00,1/9/2025,2,115257,28498,45875,609,70,33853,1922,542,0,0,3888
