UTC Timestamp (Interval Ending),Local Timestamp Eastern Time (Interval Beginning),Local Timestamp Eastern Time (Interval Ending),Local Date,Hour Number,Total Generation (MW),Coal Generation (MW),Gas Generation (MW),Hydro Generation (MW),Multiple Fuels Generation (MW),Nuclear Generation (MW),Oil Generation (MW),Other Renewables Generation (MW),Solar Generation (MW),Storage Generation (MW),Wind Generation (MW)
2/21/2025 21:00,2/21/2025 15:00,2/21/2025 16:00,2/21/2025,16,113525,24884,43077,883,715,32471,184,635,7834,0,2842
2/21/2025 22:00,2/21/2025 16:00,2/21/2025 17:00,2/21/2025,17,114129,24901,44889,1527,715,32474,176,647,5876,0,2924
2/21/2025 23:00,2/21/2025 17:00,2/21/2025 18:00,2/21/2025,18,116754,25450,49787,2778,716,32478,347,651,1742,0,2805
2/22/2025 0:00,2/21/2025 18:00,2/21/2025 19:00,2/21/2025,19,122318,27092,53204,4657,677,32473,549,651,145,14,2856
2/22/2025 1:00,2/21/2025 19:00,2/21/2025 20:00,2/21/2025,20,123373,27792,53298,4650,668,32471,390,654,91,2,3357
2/22/2025 2:00,2/21/2025 20:00,2/21/2025 21:00,2/21/2025,21,122388,27365,52147,4652,669,32474,362,651,86,0,3982
2/22/2025 3:00,2/21/2025 21:00,2/21/2025 22:00,2/21/2025,22,121913,27062,51927,3960,671,32475,437,654,0,0,4727
2/22/2025 4:00,2/21/2025 22:00,2/21/2025 23:00,2/21/2025,23,119044,27055,50628,2074,260,32470,453,653,0,0,5451
2/22/2025 5:00,2/21/2025 23:00,2/22/2025 0:00,2/21/2025,24,115501,26437,48160,1459,1,32469,169,644,0,0,6162
2/22/2025 6:00,2/22/2025 0:00,2/22/2025 1:00,2/22/2025,1,112904,25539,46783,902,1,32482,167,651,0,0,6379
2/22/2025 7:00,2/22/2025 1:00,2/22/2025 2:00,2/22/2025,2,113037,25387,47252,822,1,32494,169,650,0,0,6262
2/22/2025 8:00,2/22/2025 2:00,2/22/2025 3:00,2/22/2025,3,111955,24963,46580,929,1,32488,168,657,0,0,6169
2/22/2025 9:00,2/22/2025 3:00,2/22/2025 4:00,2/22/2025,4,112823,24777,47647,942,1,32490,167,644,0,0,6155
2/22/2025 10:00,2/22/2025 4:00,2/22/2025 5:00,2/22/2025,5,113384,25060,47946,1162,1,32483,294,631,0,0,5807
2/22/2025 11:00,2/22/2025 5:00,2/22/2025 6:00,2/22/2025,6,114390,25284,48859,1219,1,32475,359,629,0,0,5564
2/22/2025 12:00,2/22/2025 6:00,2/22/2025 7:00,2/22/2025,7,117614,25370,50211,3071,1,32478,405,630,0,11,5437
2/22/2025 13:00,2/22/2025 7:00,2/22/2025 8:00,2/22/2025,8,120225,25497,50770,4429,1,32435,394,631,814,13,5241
2/22/2025 14:00,2/22/2025 8:00,2/22/2025 9:00,2/22/2025,9,118212,24897,47510,2723,1,32467,341,628,5130,1,4514
2/22/2025 15:00,2/22/2025 9:00,2/22/2025 10:00,2/22/2025,10,114406,23710,43355,1806,1,32484,314,629,8904,0,3203
2/22/2025 16:00,2/22/2025 10:00,2/22/2025 11:00,2/22/2025,11,110279,22802,39830,1292,1,32493,166,645,9937,0,3113
2/22/2025 17:00,2/22/2025 11:00,2/22/2025 12:00,2/22/2025,12,108878,21008,39522,1102,1,32486,159,641,10080,0,3879
2/22/2025 18:00,2/22/2025 12:00,2/22/2025 13:00,2/22/2025,13,105459,20011,36579,1032,1,32482,159,645,9964,0,4586
2/22/2025 19:00,2/22/2025 13:00,2/22/2025 14:00,2/22/2025,14,102296,19249,33744,973,1,32475,159,643,10034,0,5018
2/22/2025 20:00,2/22/2025 14:00,2/22/2025 15:00,2/22/2025,15,100773,18547,32707,1065,1,32463,160,643,9769,0,5418
2/22/2025 21:00,2/22/2025 15:00,2/22/2025 16:00,2/22/2025,16,101668,18200,34996,1139,1,32453,159,642,8174,0,5904
2/22/2025 22:00,2/22/2025 16:00,2/22/2025 17:00,2/22/2025,17,102455,18012,38359,1336,1,32448,160,645,5250,0,6244
2/22/2025 23:00,2/22/2025 17:00,2/22/2025 18:00,2/22/2025,18,104120,18252,41766,3019,1,32441,159,645,1717,0,6120
2/23/2025 0:00,2/22/2025 18:00,2/22/2025 19:00,2/22/2025,19,108547,20083,45223,4460,1,32435,160,637,78,11,5459
2/23/2025 1:00,2/22/2025 19:00,2/22/2025 20:00,2/22/2025,20,110027,21092,45734,4559,1,32436,160,637,6,15,5387
2/23/2025 2:00,2/22/2025 20:00,2/22/2025 21:00,2/22/2025,21,110243,21312,45263,4437,1,32439,161,640,5,2,5983
2/23/2025 3:00,2/22/2025 21:00,2/22/2025 22:00,2/22/2025,22,108797,21353,45147,2789,1,32442,163,640,0,0,6262
2/23/2025 4:00,2/22/2025 22:00,2/22/2025 23:00,2/22/2025,23,105961,20502,43823,1658,1,32443,164,636,0,0,6734
2/23/2025 5:00,2/22/2025 23:00,2/23/2025 0:00,2/22/2025,24,104354,19699,43250,1311,1,32441,164,629,0,0,6859
2/23/2025 6:00,2/23/2025 0:00,2/23/2025 1:00,2/23/2025,1,103171,19423,42365,1189,1,32434,166,636,0,0,6957
2/23/2025 7:00,2/23/2025 1:00,2/23/2025 2:00,2/23/2025,2,101583,18715,41494,1259,1,32427,169,634,0,0,6884
2/23/2025 8:00,2/23/2025 2:00,2/23/2025 3:00,2/23/2025,3,100941,18412,41616,1257,1,32439,171,638,0,0,6407
2/23/2025 9:00,2/23/2025 3:00,2/23/2025 4:00,2/23/2025,4,101695,18520,42980,1125,1,32443,171,624,0,0,5831
2/23/2025 10:00,2/23/2025 4:00,2/23/2025 5:00,2/23/2025,5,101883,18979,43646,1012,1,32444,172,638,0,0,4991
2/23/2025 11:00,2/23/2025 5:00,2/23/2025 6:00,2/23/2025,6,102737,19384,44569,1212,1,32446,247,630,0,0,4248
2/23/2025 12:00,2/23/2025 6:00,2/23/2025 7:00,2/23/2025,7,105014,19059,45160,3346,1,32441,255,629,0,0,4123
2/23/2025 13:00,2/23/2025 7:00,2/23/2025 8:00,2/23/2025,8,106807,18768,45926,3572,1,32448,252,627,909,12,4292
2/23/2025 14:00,2/23/2025 8:00,2/23/2025 9:00,2/23/2025,9,104865,17500,41527,2654,1,32460,251,633,5692,2,4145
2/23/2025 15:00,2/23/2025 9:00,2/23/2025 10:00,2/23/2025,10,101565,15950,37592,1583,1,32450,248,633,9780,0,3328
2/23/2025 16:00,2/23/2025 10:00,2/23/2025 11:00,2/23/2025,11,100724,15165,37957,1260,1,32461,169,626,10450,0,2635
2/23/2025 17:00,2/23/2025 11:00,2/23/2025 12:00,2/23/2025,12,98789,14795,36622,1152,1,32461,166,617,10348,0,2627
2/23/2025 18:00,2/23/2025 12:00,2/23/2025 13:00,2/23/2025,13,97184,14440,35110,986,1,32453,163,621,10112,0,3298
2/23/2025 19:00,2/23/2025 13:00,2/23/2025 14:00,2/23/2025,14,95433,14263,33148,969,1,32444,163,623,9953,0,3869
2/23/2025 20:00,2/23/2025 14:00,2/23/2025 15:00,2/23/2025,15,93497,14009,31561,985,1,32440,164,627,9625,0,4085
2/23/2025 21:00,2/23/2025 15:00,2/23/2025 16:00,2/23/2025,16,94100,14035,33200,1060,1,32433,163,629,8878,0,3701
2/23/2025 22:00,2/23/2025 16:00,2/23/2025 17:00,2/23/2025,17,93882,14105,36228,1204,1,32429,162,624,5948,0,3181
2/23/2025 23:00,2/23/2025 17:00,2/23/2025 18:00,2/23/2025,18,96646,14922,40991,3145,1,32423,197,618,1632,0,2717
2/24/2025 0:00,2/23/2025 18:00,2/23/2025 19:00,2/23/2025,19,102149,16544,43956,5096,1,32420,210,618,69,12,3223
2/24/2025 1:00,2/23/2025 19:00,2/23/2025 20:00,2/23/2025,20,104462,17424,44079,4904,1,32413,209,609,7,15,4801
2/24/2025 2:00,2/23/2025 20:00,2/23/2025 21:00,2/23/2025,21,104409,17252,43465,4163,1,32421,174,603,0,15,6315
2/24/2025 3:00,2/23/2025 21:00,2/23/2025 22:00,2/23/2025,22,102723,16934,41699,3536,1,32320,161,604,0,2,7466
2/24/2025 4:00,2/23/2025 22:00,2/23/2025 23:00,2/23/2025,23,99423,16082,40480,2462,1,32043,162,605,0,0,7588
2/24/2025 5:00,2/23/2025 23:00,2/24/2025 0:00,2/23/2025,24,97247,15952,40087,1159,1,31776,162,607,0,0,7503
2/24/2025 6:00,2/24/2025 0:00,2/24/2025 1:00,2/24/2025,1,95477,15616,39074,1061,1,31546,164,616,0,0,7399
2/24/2025 7:00,2/24/2025 1:00,2/24/2025 2:00,2/24/2025,2,95085,15506,38789,955,1,31535,167,633,0,0,7499
2/24/2025 8:00,2/24/2025 2:00,2/24/2025 3:00,2/24/2025,3,95594,15715,39179,991,1,31531,170,645,0,0,7362
2/24/2025 9:00,2/24/2025 3:00,2/24/2025 4:00,2/24/2025,4,95658,15792,39081,962,1,31535,172,632,0,0,7483
2/24/2025 10:00,2/24/2025 4:00,2/24/2025 5:00,2/24/2025,5,97286,15946,40201,930,1,31532,170,639,0,0,7867
2/24/2025 11:00,2/24/2025 5:00,2/24/2025 6:00,2/24/2025,6,101281,16682,42965,1297,1,31540,254,635,0,0,7907
2/24/2025 12:00,2/24/2025 6:00,2/24/2025 7:00,2/24/2025,7,107911,17763,45595,4106,1,31538,253,634,0,11,8010
2/24/2025 13:00,2/24/2025 7:00,2/24/2025 8:00,2/24/2025,8,113020,18507,48259,5043,1,31544,252,627,727,15,8045
2/24/2025 14:00,2/24/2025 8:00,2/24/2025 9:00,2/24/2025,9,111795,18141,45003,3627,2,31552,199,620,4519,3,8129
2/24/2025 15:00,2/24/2025 9:00,2/24/2025 10:00,2/24/2025,10,106819,17157,39723,1838,2,31552,211,612,7867,0,7857
2/24/2025 16:00,2/24/2025 10:00,2/24/2025 11:00,2/24/2025,11,102399,15947,37296,1153,2,31540,207,624,8230,0,7400
2/24/2025 17:00,2/24/2025 11:00,2/24/2025 12:00,2/24/2025,12,100459,15353,36028,1092,2,31524,237,625,8661,0,6937
2/24/2025 18:00,2/24/2025 12:00,2/24/2025 13:00,2/24/2025,13,98128,15028,34291,1059,2,31519,267,623,8685,0,6654
2/24/2025 19:00,2/24/2025 13:00,2/24/2025 14:00,2/24/2025,14,95986,14841,32869,1138,2,31507,193,630,8612,0,6194
2/24/2025 20:00,2/24/2025 14:00,2/24/2025 15:00,2/24/2025,15,94863,14992,32880,1117,2,31503,163,632,8168,0,5406
2/24/2025 21:00,2/24/2025 15:00,2/24/2025 16:00,2/24/2025,16,94068,15125,33661,1141,2,31490,163,623,7299,0,4564
2/24/2025 22:00,2/24/2025 16:00,2/24/2025 17:00,2/24/2025,17,95094,15326,36679,1503,2,31491,162,630,4997,0,4304
2/24/2025 23:00,2/24/2025 17:00,2/24/2025 18:00,2/24/2025,18,97622,15862,41028,2650,2,31484,161,622,1535,0,4278
2/25/2025 0:00,2/24/2025 18:00,2/24/2025 19:00,2/24/2025,19,101782,16529,43238,4971,2,31481,161,624,82,0,4694
2/25/2025 1:00,2/24/2025 19:00,2/24/2025 20:00,2/24/2025,20,103389,17363,43717,4636,2,31493,160,628,29,0,5361
2/25/2025 2:00,2/24/2025 20:00,2/24/2025 21:00,2/24/2025,21,102639,17560,43029,3800,1,31495,161,641,29,0,5923
2/25/2025 3:00,2/24/2025 21:00,2/24/2025 22:00,2/24/2025,22,99786,17227,42223,2441,1,31493,162,634,29,0,5576
2/25/2025 4:00,2/24/2025 22:00,2/24/2025 23:00,2/24/2025,23,96193,16646,40278,1422,1,31495,165,634,29,0,5523
2/25/2025 5:00,2/24/2025 23:00,2/25/2025 0:00,2/24/2025,24,93569,15997,39443,1168,1,31505,165,616,29,0,4645
2/25/2025 6:00,2/25/2025 0:00,2/25/2025 1:00,2/25/2025,1,91688,15570,38466,1051,1,31503,167,636,29,0,4265
2/25/2025 7:00,2/25/2025 1:00,2/25/2025 2:00,2/25/2025,2,90652,14818,38979,1049,1,31505,170,645,29,0,3456
2/25/2025 8:00,2/25/2025 2:00,2/25/2025 3:00,2/25/2025,3,89689,14539,38193,1012,1,31501,172,640,29,0,3602
2/25/2025 9:00,2/25/2025 3:00,2/25/2025 4:00,2/25/2025,4,90092,14323,38777,1025,1,31508,174,636,29,0,3619
2/25/2025 10:00,2/25/2025 4:00,2/25/2025 5:00,2/25/2025,5,90392,14319,38707,969,1,31498,175,636,29,0,4058
2/25/2025 11:00,2/25/2025 5:00,2/25/2025 6:00,2/25/2025,6,93229,14263,40014,1941,1,31499,231,647,29,0,4604
2/25/2025 12:00,2/25/2025 6:00,2/25/2025 7:00,2/25/2025,7,100102,14957,44237,4136,1,31508,335,647,30,0,4251
2/25/2025 13:00,2/25/2025 7:00,2/25/2025 8:00,2/25/2025,8,104700,15533,46481,4585,1,31511,324,642,738,0,4885
2/25/2025 14:00,2/25/2025 8:00,2/25/2025 9:00,2/25/2025,9,103609,15518,43090,3268,2,31522,210,647,4057,0,5295
2/25/2025 15:00,2/25/2025 9:00,2/25/2025 10:00,2/25/2025,10,99957,15325,40058,1810,2,31521,137,641,6806,0,3657
2/25/2025 16:00,2/25/2025 10:00,2/25/2025 11:00,2/25/2025,11,98809,15445,40165,1120,2,31508,129,649,7443,0,2348
2/25/2025 17:00,2/25/2025 11:00,2/25/2025 12:00,2/25/2025,12,97474,15048,39191,1023,2,31456,125,655,7718,0,2256
2/25/2025 18:00,2/25/2025 12:00,2/25/2025 13:00,2/25/2025,13,96111,14504,37694,948,2,31473,125,649,8234,0,2482
2/25/2025 19:00,2/25/2025 13:00,2/25/2025 14:00,2/25/2025,14,95258,14127,36257,962,2,31477,148,652,8673,0,2960
2/25/2025 20:00,2/25/2025 14:00,2/25/2025 15:00,2/25/2025,15,93812,13936,34100,1008,2,31468,132,656,8768,0,3742
2/25/2025 21:00,2/25/2025 15:00,2/25/2025 16:00,2/25/2025,16,93138,13459,33264,1132,10,31463,124,653,8843,0,4190
2/25/2025 22:00,2/25/2025 16:00,2/25/2025 17:00,2/25/2025,17,92660,13181,35082,1607,80,31462,123,640,6952,0,3533
2/25/2025 23:00,2/25/2025 17:00,2/25/2025 18:00,2/25/2025,18,93406,13341,39699,3122,187,31460,223,642,2383,0,2349
2/26/2025 0:00,2/25/2025 18:00,2/25/2025 19:00,2/25/2025,19,97436,14066,43988,4992,181,31460,338,637,141,9,1624
2/26/2025 1:00,2/25/2025 19:00,2/25/2025 20:00,2/25/2025,20,99326,14901,45555,4772,210,31463,430,648,54,2,1291
2/26/2025 2:00,2/25/2025 20:00,2/25/2025 21:00,2/25/2025,21,98330,15115,44982,4202,179,31463,494,656,48,0,1191
2/26/2025 3:00,2/25/2025 21:00,2/25/2025 22:00,2/25/2025,22,95999,15465,44064,2440,230,31484,369,661,47,0,1239
2/26/2025 4:00,2/25/2025 22:00,2/25/2025 23:00,2/25/2025,23,92889,15334,42122,1434,236,31485,214,653,47,0,1364
2/26/2025 5:00,2/25/2025 23:00,2/26/2025 0:00,2/25/2025,24,89865,14619,39913,1343,42,31487,125,657,47,0,1632
2/26/2025 6:00,2/26/2025 0:00,2/26/2025 1:00,2/26/2025,1,87684,13905,38567,1005,1,31494,130,657,47,0,1878
2/26/2025 7:00,2/26/2025 1:00,2/26/2025 2:00,2/26/2025,2,87385,13577,38508,945,1,31489,130,652,47,0,2036
2/26/2025 8:00,2/26/2025 2:00,2/26/2025 3:00,2/26/2025,3,86695,13288,37749,991,1,31420,129,653,47,0,2417
2/26/2025 9:00,2/26/2025 3:00,2/26/2025 4:00,2/26/2025,4,87774,13246,38529,1082,73,31087,128,657,47,0,2925
2/26/2025 10:00,2/26/2025 4:00,2/26/2025 5:00,2/26/2025,5,89354,13757,39700,1039,188,30866,129,642,47,0,2986
2/26/2025 11:00,2/26/2025 5:00,2/26/2025 6:00,2/26/2025,6,92966,14336,41162,1489,184,30697,297,624,47,0,4130
2/26/2025 12:00,2/26/2025 6:00,2/26/2025 7:00,2/26/2025,7,99550,15043,43587,3980,184,30626,335,619,48,0,5128
2/26/2025 13:00,2/26/2025 7:00,2/26/2025 8:00,2/26/2025,8,103898,15777,45665,4551,189,30567,337,616,950,0,5246
2/26/2025 14:00,2/26/2025 8:00,2/26/2025 9:00,2/26/2025,9,102758,15740,43206,3124,174,30405,287,625,4166,0,5031
2/26/2025 15:00,2/26/2025 9:00,2/26/2025 10:00,2/26/2025,10,99250,15190,39285,1816,116,30277,188,622,6370,0,5386
2/26/2025 16:00,2/26/2025 10:00,2/26/2025 11:00,2/26/2025,11,96259,14439,38201,1179,68,30241,160,623,6819,0,4529
2/26/2025 17:00,2/26/2025 11:00,2/26/2025 12:00,2/26/2025,12,94352,14194,37427,979,2,30232,138,626,7415,0,3339
2/26/2025 18:00,2/26/2025 12:00,2/26/2025 13:00,2/26/2025,13,93211,13856,37121,1061,2,30222,165,630,7460,0,2694
2/26/2025 19:00,2/26/2025 13:00,2/26/2025 14:00,2/26/2025,14,92579,13975,36769,1089,2,30204,173,629,7492,0,2246
2/26/2025 20:00,2/26/2025 14:00,2/26/2025 15:00,2/26/2025,15,92141,14278,37176,1081,2,30194,171,636,7170,0,1433
2/26/2025 21:00,2/26/2025 15:00,2/26/2025 16:00,2/26/2025,16,92421,14795,37951,1086,2,30190,169,658,6229,0,1341
2/26/2025 22:00,2/26/2025 16:00,2/26/2025 17:00,2/26/2025,17,92011,15260,38785,1421,79,30185,168,674,3732,0,1707
2/26/2025 23:00,2/26/2025 17:00,2/26/2025 18:00,2/26/2025,18,93104,15381,39573,3377,172,30187,168,683,941,11,2611
2/27/2025 0:00,2/26/2025 18:00,2/26/2025 19:00,2/26/2025,19,96987,15823,41300,4934,174,30185,169,692,55,14,3641
2/27/2025 1:00,2/26/2025 19:00,2/26/2025 20:00,2/26/2025,20,97477,15856,41893,4188,175,30187,172,703,39,14,4250
2/27/2025 2:00,2/26/2025 20:00,2/26/2025 21:00,2/26/2025,21,96086,16013,41698,3060,176,30183,174,707,38,11,4026
2/27/2025 3:00,2/26/2025 21:00,2/26/2025 22:00,2/26/2025,22,94049,15877,39813,2309,177,30191,171,703,35,0,4773
2/27/2025 4:00,2/26/2025 22:00,2/26/2025 23:00,2/26/2025,23,90670,15032,36974,1645,147,30196,171,703,20,0,5782
2/27/2025 5:00,2/26/2025 23:00,2/27/2025 0:00,2/26/2025,24,88136,14505,35287,1118,41,30112,174,701,20,0,6178
2/27/2025 6:00,2/27/2025 0:00,2/27/2025 1:00,2/27/2025,1,87399,14140,35612,988,1,30054,178,695,20,0,5711
2/27/2025 7:00,2/27/2025 1:00,2/27/2025 2:00,2/27/2025,2,86628,13818,35532,940,1,30028,178,692,20,0,5419
2/27/2025 8:00,2/27/2025 2:00,2/27/2025 3:00,2/27/2025,3,85351,13371,34831,919,1,30009,181,689,19,0,5331
2/27/2025 9:00,2/27/2025 3:00,2/27/2025 4:00,2/27/2025,4,85289,12658,35096,943,1,29978,183,693,17,0,5720
2/27/2025 10:00,2/27/2025 4:00,2/27/2025 5:00,2/27/2025,5,85826,12560,35799,947,1,29958,185,694,17,0,5665
2/27/2025 11:00,2/27/2025 5:00,2/27/2025 6:00,2/27/2025,6,87052,12619,36421,1108,119,29932,186,703,17,0,5947
2/27/2025 12:00,2/27/2025 6:00,2/27/2025 7:00,2/27/2025,7,91519,13137,38678,2329,178,29900,183,703,18,11,6382
2/27/2025 13:00,2/27/2025 7:00,2/27/2025 8:00,2/27/2025,8,96164,14142,40314,3408,178,29875,181,693,274,14,7085
2/27/2025 14:00,2/27/2025 8:00,2/27/2025 9:00,2/27/2025,9,98162,14761,41230,3080,180,29852,186,682,1243,2,6946
2/27/2025 15:00,2/27/2025 9:00,2/27/2025 10:00,2/27/2025,10,97228,14967,40480,2213,180,29725,188,688,2260,0,6527
2/27/2025 16:00,2/27/2025 10:00,2/27/2025 11:00,2/27/2025,11,97019,14814,39616,1297,166,29583,187,698,3979,6,6673
2/27/2025 17:00,2/27/2025 11:00,2/27/2025 12:00,2/27/2025,12,96782,14813,37672,992,135,29525,178,690,4860,3,7914
2/27/2025 18:00,2/27/2025 12:00,2/27/2025 13:00,2/27/2025,13,96240,14451,36081,990,59,29506,172,693,5509,0,8779
2/27/2025 19:00,2/27/2025 13:00,2/27/2025 14:00,2/27/2025,14,96050,13965,36213,1046,2,29496,180,696,5063,1,9388
2/27/2025 20:00,2/27/2025 14:00,2/27/2025 15:00,2/27/2025,15,94942,13566,36346,958,3,29490,170,692,4757,1,8959
2/27/2025 21:00,2/27/2025 15:00,2/27/2025 16:00,2/27/2025,16,93623,13449,36436,1146,3,29494,187,694,3356,0,8858
2/27/2025 22:00,2/27/2025 16:00,2/27/2025 17:00,2/27/2025,17,93655,13625,36670,1319,11,29495,314,689,2393,0,9139
2/27/2025 23:00,2/27/2025 17:00,2/27/2025 18:00,2/27/2025,18,95669,13983,37610,3122,178,29490,383,689,1052,0,9162
2/28/2025 0:00,2/27/2025 18:00,2/27/2025 19:00,2/27/2025,19,98703,14006,39733,5039,256,29501,376,695,66,12,9019
2/28/2025 1:00,2/27/2025 19:00,2/27/2025 20:00,2/27/2025,20,100831,14619,41888,5190,377,29515,380,686,0,14,8162
2/28/2025 2:00,2/27/2025 20:00,2/27/2025 21:00,2/27/2025,21,98802,14756,41824,4540,421,29513,249,687,0,2,6810
2/28/2025 3:00,2/27/2025 21:00,2/27/2025 22:00,2/27/2025,22,97036,15048,42268,2890,417,29525,166,689,0,0,6033
2/28/2025 4:00,2/27/2025 22:00,2/27/2025 23:00,2/27/2025,23,93557,15019,40400,1437,418,29518,166,695,0,0,5904
2/28/2025 5:00,2/27/2025 23:00,2/28/2025 0:00,2/27/2025,24,90100,14464,38252,1073,166,29522,166,693,0,0,5764
2/28/2025 6:00,2/28/2025 0:00,2/28/2025 1:00,2/28/2025,1,87910,13716,37257,1059,3,29553,166,702,0,0,5454
2/28/2025 7:00,2/28/2025 1:00,2/28/2025 2:00,2/28/2025,2,86802,13016,36948,952,3,29558,167,699,0,0,5459
2/28/2025 8:00,2/28/2025 2:00,2/28/2025 3:00,2/28/2025,3,85269,12344,36054,968,97,29550,169,693,0,0,5394
2/28/2025 9:00,2/28/2025 3:00,2/28/2025 4:00,2/28/2025,4,85795,12069,36323,896,124,29547,173,683,0,0,5980
2/28/2025 10:00,2/28/2025 4:00,2/28/2025 5:00,2/28/2025,5,86849,12263,36417,945,108,29602,172,685,0,0,6657
2/28/2025 11:00,2/28/2025 5:00,2/28/2025 6:00,2/28/2025,6,90426,12768,37565,1797,119,29737,243,683,0,0,7514
2/28/2025 12:00,2/28/2025 6:00,2/28/2025 7:00,2/28/2025,7,96660,13272,39635,4697,159,29750,292,692,4,4,8155
2/28/2025 13:00,2/28/2025 7:00,2/28/2025 8:00,2/28/2025,8,101332,14271,41704,4727,153,29764,269,683,1064,17,8680
2/28/2025 14:00,2/28/2025 8:00,2/28/2025 9:00,2/28/2025,9,100307,13978,37692,3196,111,29774,170,684,5796,2,8904
2/28/2025 15:00,2/28/2025 9:00,2/28/2025 10:00,2/28/2025,10,97914,13001,34819,1694,34,29782,172,692,8966,6,8748
2/28/2025 16:00,2/28/2025 10:00,2/28/2025 11:00,2/28/2025,11,95859,12276,33422,1115,3,29828,173,688,9867,0,8487
2/28/2025 17:00,2/28/2025 11:00,2/28/2025 12:00,2/28/2025,12,94054,11949,32272,1048,3,29889,172,685,9894,1,8141
2/28/2025 18:00,2/28/2025 12:00,2/28/2025 13:00,2/28/2025,13,92808,11515,31342,1029,3,29934,169,681,9776,9,8350
2/28/2025 19:00,2/28/2025 13:00,2/28/2025 14:00,2/28/2025,14,91548,11125,30671,993,3,29950,167,690,9750,2,8197
2/28/2025 20:00,2/28/2025 14:00,2/28/2025 15:00,2/28/2025,15,89558,10667,28772,1016,3,29975,167,685,9970,0,8303
2/28/2025 21:00,2/28/2025 15:00,2/28/2025 16:00,2/28/2025,16,88884,10447,28683,1052,3,29995,166,679,9583,0,8276
2/28/2025 22:00,2/28/2025 16:00,2/28/2025 17:00,2/28/2025,17,88787,10644,30568,1369,3,30009,166,686,7173,0,8169
2/28/2025 23:00,2/28/2025 17:00,2/28/2025 18:00,2/28/2025,18,89805,11277,34174,2921,3,30018,165,677,2439,0,8131
3/1/2025 0:00,2/28/2025 18:00,2/28/2025 19:00,2/28/2025,19,93728,11812,37545,4820,3,30056,163,663,107,12,8547
3/1/2025 1:00,2/28/2025 19:00,2/28/2025 20:00,2/28/2025,20,95107,12323,38302,4671,3,30082,163,662,25,14,8862
3/1/2025 2:00,2/28/2025 20:00,2/28/2025 21:00,2/28/2025,21,94337,12282,38379,3639,3,30106,165,661,25,12,9065
3/1/2025 3:00,2/28/2025 21:00,2/28/2025 22:00,2/28/2025,22,92994,12244,37875,2311,3,30116,167,661,25,4,9588
3/1/2025 4:00,2/28/2025 22:00,2/28/2025 23:00,2/28/2025,23,90484,12208,36283,1281,3,30145,169,658,25,0,9712
3/1/2025 5:00,2/28/2025 23:00,3/1/2025 0:00,2/28/2025,24,88600,11941,34723,1177,3,30180,169,644,25,0,9738
3/1/2025 6:00,3/1/2025 0:00,3/1/2025 1:00,3/1/2025,1,88049,11781,34576,1014,3,30205,169,655,25,0,9621
3/1/2025 7:00,3/1/2025 1:00,3/1/2025 2:00,3/1/2025,2,86765,11561,33916,1006,3,30203,170,628,25,0,9253
3/1/2025 8:00,3/1/2025 2:00,3/1/2025 3:00,3/1/2025,3,86151,11146,34249,955,3,30206,169,605,25,0,8793
3/1/2025 9:00,3/1/2025 3:00,3/1/2025 4:00,3/1/2025,4,85499,11054,34080,909,3,30211,171,596,25,0,8450
3/1/2025 10:00,3/1/2025 4:00,3/1/2025 5:00,3/1/2025,5,85440,11008,34149,943,3,30213,173,597,25,0,8329
3/1/2025 11:00,3/1/2025 5:00,3/1/2025 6:00,3/1/2025,6,85880,11149,34671,949,3,30196,172,597,25,0,8118
3/1/2025 12:00,3/1/2025 6:00,3/1/2025 7:00,3/1/2025,7,87528,11605,35658,1088,3,30211,170,580,27,0,8186
3/1/2025 13:00,3/1/2025 7:00,3/1/2025 8:00,3/1/2025,8,90607,12426,36917,1136,3,30215,168,579,880,15,8268
3/1/2025 14:00,3/1/2025 8:00,3/1/2025 9:00,3/1/2025,9,92209,12197,35597,1040,3,30217,169,582,4374,4,8026
3/1/2025 15:00,3/1/2025 9:00,3/1/2025 10:00,3/1/2025,10,91239,11644,32716,1014,3,30197,169,581,6505,0,8410
3/1/2025 16:00,3/1/2025 10:00,3/1/2025 11:00,3/1/2025,11,90276,11441,31484,1085,3,30183,168,580,7041,0,8291
3/1/2025 17:00,3/1/2025 11:00,3/1/2025 12:00,3/1/2025,12,89473,11363,30544,1110,3,30173,167,573,7965,0,7575
3/1/2025 18:00,3/1/2025 12:00,3/1/2025 13:00,3/1/2025,13,88159,11111,29763,1239,3,30183,167,575,8324,0,6794
3/1/2025 19:00,3/1/2025 13:00,3/1/2025 14:00,3/1/2025,14,87498,11191,29728,1127,3,30201,166,602,8096,0,6384
3/1/2025 20:00,3/1/2025 14:00,3/1/2025 15:00,3/1/2025,15,87893,11195,30506,1386,3,30203,165,604,7539,0,6292
3/1/2025 21:00,3/1/2025 15:00,3/1/2025 16:00,3/1/2025,16,88957,11042,33197,1549,10,30210,167,600,6299,0,5883
3/1/2025 22:00,3/1/2025 16:00,3/1/2025 17:00,3/1/2025,17,90747,11301,37133,1595,63,30217,408,598,4169,0,5263
3/1/2025 23:00,3/1/2025 17:00,3/1/2025 18:00,3/1/2025,18,93925,11734,42460,1838,536,30223,634,597,1397,0,4506
3/2/2025 0:00,3/1/2025 18:00,3/1/2025 19:00,3/1/2025,19,99025,13242,46337,3186,536,30225,780,581,113,12,4013
